"Stkcd","Reptdt","Shrcr1","Shrcr4"
"002341","2020-12-31","22.3489","40.7136"
"002341","2021-12-31","22.1639","39.1686"
"002341","2022-12-31","21.2736","36.7263"
"002342","2014-12-31","20.0313","43.2990"
"002342","2015-12-31","20.0313","38.6784"
"002342","2016-12-31","20.0313","40.7963"
"002342","2017-12-31","20.0313","36.9905"
"002342","2018-12-31","20.0313","38.7192"
"002342","2019-12-31","20.0313","38.5738"
"002342","2020-12-31","20.0333","38.9680"
"002342","2021-12-31","20.0333","38.7113"
"002342","2022-12-31","20.0333","36.8559"
"002345","2014-12-31","30.0130","65.6116"
"002345","2015-12-31","30.0130","60.0883"
"002345","2016-12-31","30.0130","63.5621"
"002345","2017-12-31","28.0141","61.9819"
"002345","2018-12-31","28.0141","61.5915"
"002345","2019-12-31","28.0141","56.1166"
"002345","2020-12-31","28.0141","54.4525"
"002345","2021-12-31","28.0141","49.9733"
"002345","2022-12-31","28.5469","48.5713"
"002346","2014-12-31","62.5186","84.1477"
"002346","2015-12-31","62.5186","84.1477"
"002346","2016-12-31","62.5186","84.1491"
"002346","2017-12-31","62.5186","84.1477"
"002346","2018-12-31","62.5186","82.5808"
"002346","2019-12-31","62.5186","82.5155"
"002346","2020-12-31","62.5141","82.5033"
"002346","2021-12-31","42.5854","76.7061"
"002346","2022-12-31","42.5854","69.2777"
"002347","2014-12-31","40.7228","54.9830"
"002347","2015-12-31","31.2380","49.2300"
"002347","2016-12-31","31.2380","44.6832"
"002347","2017-12-31","31.2380","46.3061"
"002347","2018-12-31","31.2380","46.1590"
"002347","2019-12-31","31.4009","44.0102"
"002347","2020-12-31","31.4009","42.5520"
"002347","2021-12-31","27.8121","44.5144"
"002347","2022-12-31","27.8121","39.1515"
"002348","2014-12-31","20.4840","58.2317"
"002348","2015-12-31","19.7564","56.5288"
"002348","2016-12-31","19.7564","53.2878"
"002348","2017-12-31","19.7564","54.5987"
"002348","2018-12-31","19.7564","54.6348"
"002348","2019-12-31","19.7564","53.4831"
"002348","2020-12-31","19.7564","51.4275"
"002348","2021-12-31","18.7564","41.7550"
"002348","2022-12-31","17.7640","44.7450"
"002349","2014-12-31","31.7716","56.8963"
"002349","2015-12-31","34.0942","76.3346"
"002349","2016-12-31","34.0942","75.1001"
"002349","2017-12-31","34.0942","75.4043"
"002349","2018-12-31","34.2927","75.0171"
"002349","2019-12-31","34.2927","71.0458"
"002349","2020-12-31","34.2927","65.2914"
"002349","2021-12-31","34.2927","60.7630"
"002349","2022-12-31","34.3897","51.6119"
"002350","2014-12-31","42.6309","64.0551"
"002350","2015-12-31","42.6309","63.4408"
"002350","2016-12-31","37.6373","67.9497"
"002350","2017-12-31","36.0882","51.6652"
"002350","2018-12-31","36.7157","53.9570"
"002350","2019-12-31","27.1116","54.4529"
"002350","2020-12-31","27.1118","55.0253"
"002350","2021-12-31","27.1118","47.5036"
"002350","2022-12-31","27.1118","43.7092"
"002351","2014-12-31","31.6993","79.4637"
"002351","2015-12-31","31.6993","73.7276"
"002351","2016-12-31","31.6993","72.5361"
"002351","2017-12-31","31.6993","71.7523"
"002351","2018-12-31","31.3069","70.0498"
"002351","2019-12-31","31.4445","67.1545"
"002351","2020-12-31","29.5339","61.8855"
"002351","2021-12-31","27.6612","61.3361"
"002351","2022-12-31","27.6612","61.5724"
"002353","2014-12-31","23.1204","57.8116"
"002353","2015-12-31","22.3627","55.7096"
"002353","2016-12-31","22.4614","56.5798"
"002353","2017-12-31","22.4011","56.7062"
"002353","2018-12-31","22.4032","59.9208"
"002353","2019-12-31","21.5102","63.5649"
"002353","2020-12-31","20.4729","65.5986"
"002353","2021-12-31","20.3792","69.3738"
"002353","2022-12-31","18.9135","64.4548"
"002355","2014-12-31","33.8423","50.5918"
"002355","2015-12-31","33.8423","53.8659"
"002355","2016-12-31","33.8423","49.4997"
"002355","2017-12-31","33.8423","48.0743"
"002355","2018-12-31","27.8254","49.0107"
"002355","2019-12-31","28.0142","48.4640"
"002355","2020-12-31","18.6680","43.0650"
"002355","2021-12-31","18.6680","39.4413"
"002355","2022-12-31","18.6680","37.5280"
"002358","2014-12-31","24.9241","70.5073"
"002358","2015-12-31","24.9241","62.5002"
"002358","2016-12-31","21.3276","63.2823"
"002358","2017-12-31","21.3276","63.4326"
"002358","2018-12-31","21.3276","65.9040"
"002358","2019-12-31","17.6272","58.7428"
"002358","2020-12-31","14.3234","52.4760"
"002358","2021-12-31","12.2642","43.6683"
"002358","2022-12-31","12.2642","41.0065"
"002360","2014-12-31","23.0797","44.6426"
"002360","2015-12-31","23.0874","43.4142"
"002360","2016-12-31","21.2228","40.2725"
"002360","2017-12-31","21.2228","39.6582"
"002360","2018-12-31","21.2228","39.7566"
"002360","2019-12-31","21.2228","39.1866"
"002360","2020-12-31","20.4466","37.4687"
"002360","2021-12-31","19.8962","34.8690"
"002360","2022-12-31","19.9260","35.1650"
"002361","2014-12-31","29.5249","54.3584"
"002361","2015-12-31","26.4928","49.5958"
"002361","2016-12-31","22.7831","45.9225"
"002361","2017-12-31","22.7831","44.6391"
"002361","2018-12-31","23.4637","45.0630"
"002361","2019-12-31","23.4637","42.7711"
"002361","2020-12-31","23.4637","42.4765"
"002361","2021-12-31","18.2588","36.8535"
"002361","2022-12-31","18.7875","32.7067"
"002362","2014-12-31","22.4335","44.1617"
"002362","2015-12-31","22.4335","45.1685"
"002362","2016-12-31","22.4335","42.9599"
"002362","2017-12-31","22.1239","40.1148"
"002362","2018-12-31","22.1308","41.5277"
"002362","2019-12-31","22.1351","39.3680"
"002362","2020-12-31","22.1351","44.2555"
"002362","2021-12-31","19.6482","41.0584"
"002362","2022-12-31","19.6482","39.3948"
"002363","2014-12-31","45.1807","63.2640"
"002363","2015-12-31","45.2506","52.2862"
"002363","2016-12-31","45.5516","50.5597"
"002363","2017-12-31","42.2426","55.4125"
"002363","2018-12-31","42.2426","52.6042"
"002363","2019-12-31","42.2426","50.4816"
"002363","2020-12-31","42.2426","47.9499"
"002363","2021-12-31","42.2426","48.7799"
"002363","2022-12-31","42.2426","48.9341"
"002364","2014-12-31","38.3710","62.4846"
"002364","2015-12-31","38.2977","61.4054"
"002364","2016-12-31","35.5575","56.4013"
"002364","2017-12-31","35.5575","55.7386"
"002364","2018-12-31","35.5575","54.6381"
"002364","2019-12-31","35.5575","55.0528"
"002364","2020-12-31","35.5575","50.9494"
"002364","2021-12-31","35.5575","48.6556"
"002364","2022-12-31","35.5575","49.2322"
"002365","2014-12-31","22.6267","48.6630"
"002365","2015-12-31","22.6267","40.5652"
"002365","2016-12-31","22.6267","48.1417"
"002365","2017-12-31","21.5378","39.5728"
"002365","2018-12-31","21.5378","31.3858"
"002365","2019-12-31","21.5378","32.6966"
"002365","2020-12-31","21.5378","34.1387"
"002365","2021-12-31","21.5378","33.9262"
"002365","2022-12-31","21.5378","32.3023"
"002366","2014-12-31","15.5872","38.1347"
"002366","2015-12-31","42.1848","63.9997"
"002366","2016-12-31","42.1848","59.3071"
"002366","2017-12-31","43.0963","57.9878"
"002366","2018-12-31","43.7135","59.0419"
"002366","2019-12-31","42.1848","55.2041"
"002366","2020-12-31","30.2675","37.9489"
"002366","2021-12-31","30.2675","36.0508"
"002366","2022-12-31","27.0000","65.3382"
"002367","2014-12-31","47.9851","54.6078"
"002367","2015-12-31","48.0664","55.8701"
"002367","2016-12-31","44.9558","55.3593"
"002367","2017-12-31","44.9558","57.9215"
"002367","2018-12-31","44.9558","55.3053"
"002367","2019-12-31","44.9558","55.5361"
"002367","2020-12-31","44.9558","58.0360"
"002367","2021-12-31","44.9558","56.9524"
"002367","2022-12-31","44.9361","55.1166"
"002369","2014-12-31","16.0577","36.1812"
"002369","2015-12-31","16.1676","27.2531"
"002369","2016-12-31","16.3254","27.7036"
"002369","2017-12-31","19.5400","41.1473"
"002369","2018-12-31","19.5759","36.3418"
"002369","2019-12-31","16.8396","31.8115"
"002369","2020-12-31","16.8728","28.6363"
"002369","2021-12-31","16.8728","24.5027"
"002369","2022-12-31","17.1648","20.7644"
"002370","2014-12-31","35.1961","69.7941"
"002370","2015-12-31","35.1961","71.7221"
"002370","2016-12-31","26.7664","67.8596"
"002370","2017-12-31","26.7664","67.9348"
"002370","2018-12-31","20.1493","61.2101"
"002370","2019-12-31","20.1488","53.4143"
"002370","2020-12-31","19.4014","50.5697"
"002370","2021-12-31","7.2677","38.8782"
"002370","2022-12-31","14.3752","29.5199"
"002371","2014-12-31","50.1180","67.9929"
"002371","2015-12-31","50.1180","70.3758"
"002371","2016-12-31","38.9026","68.4516"
"002371","2017-12-31","38.9026","67.4158"
"002371","2018-12-31","38.9026","66.2214"
"002371","2019-12-31","36.3145","66.5326"
"002371","2020-12-31","35.8891","68.5395"
"002371","2021-12-31","33.8900","61.4687"
"002371","2022-12-31","33.7023","61.6730"
"002372","2014-12-31","38.1766","75.7840"
"002372","2015-12-31","37.5969","74.8678"
"002372","2016-12-31","36.4627","73.9194"
"002372","2017-12-31","36.4627","73.2893"
"002372","2018-12-31","38.3545","73.6879"
"002372","2019-12-31","38.3545","74.2751"
"002372","2020-12-31","37.8968","76.3941"
"002372","2021-12-31","37.8968","76.5398"
"002372","2022-12-31","37.8968","75.4342"
"002374","2014-12-31","16.1382","58.2513"
"002374","2015-12-31","16.1382","54.7356"
"002374","2016-12-31","13.3390","45.5464"
"002374","2017-12-31","13.3390","42.8653"
"002374","2018-12-31","11.0000","43.8183"
"002374","2019-12-31","11.9787","43.3676"
"002374","2020-12-31","17.7235","45.9157"
"002374","2021-12-31","17.7235","34.2816"
"002374","2022-12-31","17.7235","26.3659"
"002376","2014-12-31","13.7098","50.6738"
"002376","2015-12-31","13.7098","48.1392"
"002376","2016-12-31","14.6857","47.3698"
"002376","2017-12-31","14.6857","47.9931"
"002376","2018-12-31","13.9307","42.4194"
"002376","2019-12-31","13.9307","45.2311"
"002376","2020-12-31","13.9305","42.0471"
"002376","2021-12-31","13.9305","43.5226"
"002376","2022-12-31","14.1542","43.8683"
"002378","2014-12-31","75.5248","83.7247"
"002378","2015-12-31","70.5257","75.7680"
"002378","2016-12-31","70.5257","72.9217"
"002378","2017-12-31","70.5257","73.5372"
"002378","2018-12-31","70.2192","73.1429"
"002378","2019-12-31","64.2230","67.0206"
"002378","2020-12-31","64.2230","67.0703"
"002378","2021-12-31","63.8334","67.7496"
"002378","2022-12-31","61.7883","65.6317"
"002379","2014-12-31","35.5397","37.7335"
"002379","2015-12-31","35.5397","39.6650"
"002379","2016-12-31","35.5397","38.5940"
"002379","2017-12-31","28.1840","38.5546"
"002379","2018-12-31","28.1840","38.8842"
"002379","2019-12-31","28.1840","38.8616"
"002379","2020-12-31","28.1840","37.7727"
"002379","2021-12-31","28.1840","36.5232"
"002379","2022-12-31","28.1840","36.5718"
"002381","2014-12-31","24.3591","54.5047"
"002381","2015-12-31","24.5328","54.2563"
"002381","2016-12-31","20.0958","57.7596"
"002381","2017-12-31","20.0958","56.2763"
"002381","2018-12-31","20.0958","55.2565"
"002381","2019-12-31","20.9223","51.7553"
"002381","2020-12-31","20.9223","47.2562"
"002381","2021-12-31","20.9223","45.3747"
"002381","2022-12-31","20.9222","45.0080"
"002382","2014-12-31","52.5000","76.7682"
"002382","2015-12-31","50.9709","66.5484"
"002382","2016-12-31","29.7155","70.0354"
"002382","2017-12-31","29.7155","72.4665"
"002382","2018-12-31","33.9013","77.3076"
"002382","2019-12-31","34.5859","73.6708"
"002382","2020-12-31","28.8276","51.9654"
"002382","2021-12-31","25.7605","41.5047"
"002382","2022-12-31","25.1637","38.4529"
"002383","2014-12-31","34.3798","57.9914"
"002383","2015-12-31","32.6151","44.2991"
"002383","2016-12-31","39.4551","56.7917"
"002383","2017-12-31","38.9404","57.5986"
"002383","2018-12-31","38.8192","55.6597"
"002383","2019-12-31","29.1144","49.8534"
"002383","2020-12-31","23.8456","49.7887"
"002383","2021-12-31","23.9736","51.0156"
"002383","2022-12-31","22.2119","49.3018"
"002384","2014-12-31","25.6688","70.8774"
"002384","2015-12-31","23.2639","66.3810"
"002384","2016-12-31","23.2639","68.1164"
"002384","2017-12-31","18.4059","64.4790"
"002384","2018-12-31","15.8825","57.1107"
"002384","2019-12-31","15.2376","44.8996"
"002384","2020-12-31","13.0062","37.4740"
"002384","2021-12-31","13.0062","40.8303"
"002384","2022-12-31","13.0062","38.9726"
"002385","2014-12-31","44.0181","61.2386"
"002385","2015-12-31","42.1472","57.4836"
"002385","2016-12-31","42.1472","57.7786"
"002385","2017-12-31","41.0999","55.1419"
"002385","2018-12-31","41.2535","55.6436"
"002385","2019-12-31","38.3986","50.8331"
"002385","2020-12-31","29.8829","45.4807"
"002385","2021-12-31","24.9587","35.7432"
"002385","2022-12-31","24.4932","36.2824"
"002386","2014-12-31","17.5184","67.0325"
"002386","2015-12-31","17.5184","46.9485"
"002386","2016-12-31","17.5184","43.8439"
"002386","2017-12-31","17.5184","41.2657"
"002386","2018-12-31","16.8850","49.0894"
"002386","2019-12-31","16.8850","48.9028"
"002386","2020-12-31","16.8850","44.5840"
"002386","2021-12-31","16.8850","32.6774"
"002386","2022-12-31","16.8850","31.0839"
"002387","2014-12-31","43.4079","60.2259"
"002387","2015-12-31","32.5559","51.5480"
"002387","2016-12-31","29.8215","52.9263"
"002387","2017-12-31","29.8215","51.4555"
"002387","2018-12-31","32.1279","77.8111"
"002387","2019-12-31","32.1279","75.6064"
"002387","2020-12-31","30.4096","68.2689"
"002387","2021-12-31","17.3594","61.0377"
"002387","2022-12-31","19.3285","62.4345"
"002388","2014-12-31","56.7568","67.2557"
"002388","2015-12-31","47.2472","58.4576"
"002388","2016-12-31","48.0876","60.2423"
"002388","2017-12-31","46.4153","66.8836"
"002388","2018-12-31","46.4153","68.5941"
"002388","2019-12-31","44.7523","65.4034"
"002388","2020-12-31","42.0714","58.3048"
"002388","2021-12-31","31.5194","53.4292"
"002388","2022-12-31","23.9274","50.1767"
"002389","2014-12-31","30.7040","56.5668"
"002389","2015-12-31","25.1436","61.2713"
"002389","2016-12-31","21.0765","55.5575"
"002389","2017-12-31","21.7997","64.1591"
"002389","2018-12-31","21.8252","63.4299"
"002389","2019-12-31","21.8252","58.7998"
"002389","2020-12-31","21.8252","55.4149"
"002389","2021-12-31","20.8924","53.9952"
"002389","2022-12-31","20.7105","50.8961"
"002390","2014-12-31","34.1717","61.5937"
"002390","2015-12-31","28.9492","46.6003"
"002390","2016-12-31","21.0432","55.4283"
"002390","2017-12-31","21.0432","54.1031"
"002390","2018-12-31","21.5186","54.2496"
"002390","2019-12-31","21.5186","49.7663"
"002390","2020-12-31","21.5186","51.3303"
"002390","2021-12-31","17.7582","57.2827"
"002390","2022-12-31","18.5199","53.3278"
"002391","2014-12-31","34.8895","69.6189"
"002391","2015-12-31","30.6538","61.2266"
"002391","2016-12-31","30.6017","62.5695"
"002391","2017-12-31","30.6017","63.2099"
"002391","2018-12-31","30.6017","64.0680"
"002391","2019-12-31","30.5998","61.8510"
"002391","2020-12-31","24.9901","48.5276"
"002391","2021-12-31","25.2351","48.8382"
"002391","2022-12-31","25.4026","50.8369"
"002392","2014-12-31","26.1300","52.6709"
"002392","2015-12-31","23.9608","50.0167"
"002392","2016-12-31","23.9608","47.0384"
"002392","2017-12-31","24.1231","43.2656"
"002392","2018-12-31","24.1231","43.1000"
"002392","2019-12-31","24.1231","43.0165"
"002392","2020-12-31","24.1231","42.7168"
"002392","2021-12-31","24.1231","41.2141"
"002392","2022-12-31","24.1231","40.8127"
"002393","2014-12-31","51.3609","57.2842"
"002393","2015-12-31","51.3609","57.2767"
"002393","2016-12-31","51.3609","56.8768"
"002393","2017-12-31","51.3609","56.6168"
"002393","2018-12-31","51.3609","56.8312"
"002393","2019-12-31","51.3609","56.9521"
"002393","2020-12-31","51.3609","56.5891"
"002393","2021-12-31","51.3609","54.9082"
"002393","2022-12-31","50.9316","55.1166"
"002394","2014-12-31","40.4492","48.4412"
"002394","2015-12-31","40.4492","54.5684"
"002394","2016-12-31","40.4492","56.1936"
"002394","2017-12-31","40.4492","51.2778"
"002394","2018-12-31","40.4492","51.7306"
"002394","2019-12-31","38.8935","51.5569"
"002394","2020-12-31","39.3475","50.8229"
"002394","2021-12-31","39.8122","50.8147"
"002394","2022-12-31","40.4492","49.7632"
"002395","2014-12-31","64.7306","72.6251"
"002395","2015-12-31","64.7306","72.9441"
"002395","2016-12-31","64.7306","72.2900"
"002395","2017-12-31","64.7306","67.0038"
"002395","2018-12-31","64.7306","74.3793"
"002395","2019-12-31","64.7306","77.6582"
"002395","2020-12-31","64.5188","76.6970"
"002395","2021-12-31","64.5188","72.8541"
"002395","2022-12-31","64.5188","70.3244"
"002396","2014-12-31","28.2159","64.2368"
"002396","2015-12-31","27.9964","53.7350"
"002396","2016-12-31","27.9964","54.3453"
"002396","2017-12-31","25.8764","51.0557"
"002396","2018-12-31","26.8794","54.6378"
"002396","2019-12-31","26.8794","45.6005"
"002396","2020-12-31","26.4970","42.0296"
"002396","2021-12-31","26.4970","40.6251"
"002396","2022-12-31","26.4970","40.3344"
"002397","2014-12-31","38.0395","69.8876"
"002397","2015-12-31","37.7887","69.0356"
"002397","2016-12-31","37.4144","70.6013"
"002397","2017-12-31","20.2278","77.7405"
"002397","2018-12-31","17.8221","68.4521"
"002397","2019-12-31","19.2090","69.5341"
"002397","2020-12-31","19.3561","63.6086"
"002397","2021-12-31","17.2227","54.6648"
"002397","2022-12-31","13.4002","49.7330"
"002398","2014-12-31","17.7553","38.0767"
"002398","2015-12-31","17.7553","38.5909"
"002398","2016-12-31","17.7553","40.2588"
"002398","2017-12-31","17.5816","45.6136"
"002398","2018-12-31","17.5726","40.2321"
"002398","2019-12-31","17.5755","38.2999"
"002398","2020-12-31","19.6024","44.1901"
"002398","2021-12-31","17.9023","35.9420"
"002398","2022-12-31","17.9993","38.0680"
"002399","2014-12-31","36.9360","79.1313"
"002399","2015-12-31","37.0243","78.2372"
"002399","2016-12-31","38.0075","80.0147"
"002399","2017-12-31","38.0075","83.0955"
"002399","2018-12-31","38.0075","82.6902"
"002399","2019-12-31","38.0075","81.7172"
"002399","2020-12-31","32.3064","84.0087"
"002399","2021-12-31","32.3064","84.5887"
"002399","2022-12-31","32.3064","84.4286"
"002402","2014-12-31","22.6954","56.4688"
"002402","2015-12-31","22.6954","52.7946"
"002402","2016-12-31","17.8788","44.6346"
"002402","2017-12-31","17.5713","44.4746"
"002402","2018-12-31","17.3502","40.7630"
"002402","2019-12-31","17.0228","32.0512"
"002402","2020-12-31","16.2442","30.9814"
"002402","2021-12-31","16.2442","33.4290"
"002402","2022-12-31","16.2442","29.8749"
"002403","2014-12-31","39.3750","60.3144"
"002403","2015-12-31","39.3750","60.5303"
"002403","2016-12-31","35.0679","62.3500"
"002403","2017-12-31","35.0679","62.5703"
"002403","2018-12-31","35.0679","63.5677"
"002403","2019-12-31","35.0679","63.9495"
"002403","2020-12-31","35.0679","63.9495"
"002403","2021-12-31","35.8666","62.9863"
"002403","2022-12-31","36.8861","64.7619"
"002404","2014-12-31","22.4719","50.4668"
"002404","2015-12-31","21.8274","40.2534"
"002404","2016-12-31","21.8274","42.0763"
"002404","2017-12-31","21.8274","41.7111"
"002404","2018-12-31","19.6728","53.0509"
"002404","2019-12-31","19.6728","52.0659"
"002404","2020-12-31","19.6728","49.7602"
"002404","2021-12-31","19.6728","47.0932"
"002404","2022-12-31","19.6728","46.6521"
"002406","2014-12-31","28.7335","45.1709"
"002406","2015-12-31","27.5305","41.3692"
"002406","2016-12-31","27.5305","42.3468"
"002406","2017-12-31","27.6622","42.8673"
"002406","2018-12-31","27.8422","42.9889"
"002406","2019-12-31","27.8422","42.7494"
"002406","2020-12-31","25.0306","40.4976"
"002406","2021-12-31","25.0249","40.6607"
"002406","2022-12-31","25.0245","37.4626"
"002407","2014-12-31","15.5746","32.5083"
"002407","2015-12-31","13.9717","24.0934"
"002407","2016-12-31","13.9279","19.7678"
"002407","2017-12-31","13.5331","18.8308"
"002407","2018-12-31","12.4503","24.3495"
"002407","2019-12-31","12.7912","24.0761"
"002407","2020-12-31","12.5873","24.4707"
"002407","2021-12-31","11.4193","20.5088"
"002407","2022-12-31","11.4203","20.8464"
"002408","2014-12-31","63.6815","75.0437"
"002408","2015-12-31","52.3716","59.3553"
"002408","2016-12-31","52.3716","61.9224"
"002408","2017-12-31","52.3432","64.7244"
"002408","2018-12-31","53.3685","63.1479"
"002408","2019-12-31","56.0318","67.2690"
"002408","2020-12-31","56.0318","69.2829"
"002408","2021-12-31","45.9156","57.4896"
"002408","2022-12-31","45.9132","56.9640"
"002409","2014-12-31","33.5859","74.3480"
"002409","2015-12-31","33.5859","74.3994"
"002409","2016-12-31","29.2442","72.8426"
"002409","2017-12-31","29.2442","71.7905"
"002409","2018-12-31","24.0690","70.9772"
"002409","2019-12-31","24.0690","69.3428"
"002409","2020-12-31","23.5707","61.9920"
"002409","2021-12-31","22.0038","56.3517"
"002409","2022-12-31","22.0038","57.1960"
"002411","2014-12-31","18.8227","35.9771"
"002411","2015-12-31","46.4020","79.1969"
"002411","2016-12-31","37.9780","82.8522"
"002411","2017-12-31","37.9780","85.6437"
"002411","2018-12-31","37.9780","85.5904"
"002411","2019-12-31","34.0732","70.1070"
"002411","2020-12-31","33.2444","65.2156"
"002411","2021-12-31","30.8057","60.4396"
"002411","2022-12-31","30.8057","57.8417"
"002412","2014-12-31","51.3706","70.0111"
"002412","2015-12-31","51.3706","68.7922"
"002412","2016-12-31","51.9656","67.6052"
"002412","2017-12-31","42.1316","66.9379"
"002412","2018-12-31","42.1316","68.1880"
"002412","2019-12-31","40.1384","62.6240"
"002412","2020-12-31","42.1316","55.0205"
"002412","2021-12-31","42.1316","54.8868"
"002412","2022-12-31","42.1316","54.3906"
"002413","2014-12-31","49.5335","72.9389"
"002413","2015-12-31","24.9595","50.3933"
"002413","2016-12-31","26.5989","45.9674"
"002413","2017-12-31","17.3015","43.9961"
"002413","2018-12-31","8.7739","41.0452"
"002413","2019-12-31","9.1323","39.2011"
"002413","2020-12-31","2.8657","17.9193"
"002413","2021-12-31","2.4307","15.6171"
"002413","2022-12-31","1.8438","12.6477"
"002414","2014-12-31","39.8672","75.8366"
"002414","2015-12-31","39.8672","76.3486"
"002414","2016-12-31","38.3181","75.1306"
"002414","2017-12-31","38.3181","73.7695"
"002414","2018-12-31","38.3181","72.9710"
"002414","2019-12-31","38.3181","75.9746"
"002414","2020-12-31","38.3181","75.7581"
"002414","2021-12-31","36.3918","70.9527"
"002414","2022-12-31","36.3918","69.1396"
"002415","2014-12-31","40.4325","75.5730"
"002415","2015-12-31","39.9102","72.9257"
"002415","2016-12-31","39.9132","72.4143"
"002415","2017-12-31","39.5896","79.0595"
"002415","2018-12-31","39.5965","75.1260"
"002415","2019-12-31","38.8753","71.4253"
"002415","2020-12-31","38.8819","68.5927"
"002415","2021-12-31","36.4605","64.1515"
"002415","2022-12-31","36.0928","64.8525"
"002418","2014-12-31","25.7948","45.5564"
"002418","2015-12-31","15.5804","61.7063"
"002418","2016-12-31","15.5804","61.4856"
"002418","2017-12-31","15.5804","60.6496"
"002418","2018-12-31","15.5804","56.7717"
"002418","2019-12-31","15.7515","53.3399"
"002418","2020-12-31","15.7515","53.4728"
"002418","2021-12-31","11.8796","40.8618"
"002418","2022-12-31","11.8796","35.4558"
"002420","2014-12-31","35.1744","63.6037"
"002420","2015-12-31","25.9848","49.9405"
"002420","2016-12-31","25.9848","46.8221"
"002420","2017-12-31","25.9848","39.7040"
"002420","2018-12-31","25.9848","39.4629"
"002420","2019-12-31","25.9848","37.6293"
"002420","2020-12-31","25.9848","37.5674"
"002420","2021-12-31","25.9848","33.4250"
"002420","2022-12-31","25.9848","33.9126"
"002420","2023-12-31","25.9848","34.7775"
"002422","2014-12-31","26.1166","59.0731"
"002422","2015-12-31","26.3284","57.8327"
"002422","2016-12-31","26.3284","57.5998"
"002422","2017-12-31","26.3284","53.1371"
"002422","2018-12-31","26.3312","50.6984"
"002422","2019-12-31","26.3323","48.0435"
"002422","2020-12-31","26.3523","50.7192"
"002422","2021-12-31","26.5976","47.9561"
"002422","2022-12-31","26.6570","48.0658"
"002424","2014-12-31","52.7252","77.3674"
"002424","2015-12-31","53.1520","76.5535"
"002424","2016-12-31","53.1520","74.9372"
"002424","2017-12-31","53.1520","73.9765"
"002424","2018-12-31","53.4631","73.4334"
"002424","2019-12-31","48.7522","73.3095"
"002424","2020-12-31","36.5642","67.3130"
"002424","2021-12-31","27.4231","52.9572"
"002424","2022-12-31","19.8445","41.9310"
"002426","2014-12-31","36.5059","71.8076"
"002426","2015-12-31","30.9248","57.1936"
"002426","2016-12-31","27.6919","60.2776"
"002426","2017-12-31","27.6919","60.1220"
"002426","2018-12-31","22.3403","56.3806"
"002426","2019-12-31","18.0813","46.9909"
"002426","2020-12-31","15.7285","40.7155"
"002426","2021-12-31","10.0553","33.7357"
"002426","2022-12-31","10.0553","32.7062"
"002427","2014-12-31","37.2993","74.1361"
"002427","2015-12-31","31.2400","69.8532"
"002427","2016-12-31","29.8000","52.5631"
"002427","2017-12-31","29.8000","58.7334"
"002427","2018-12-31","29.1950","64.8496"
"002427","2019-12-31","27.8030","69.9813"
"002427","2020-12-31","27.7913","70.8373"
"002427","2021-12-31","27.7913","70.5530"
"002427","2022-12-31","25.0000","77.3756"
"002428","2014-12-31","18.8950","45.0939"
"002428","2015-12-31","15.6894","46.2042"
"002428","2016-12-31","13.7156","38.5882"
"002428","2017-12-31","13.7156","38.9669"
"002428","2018-12-31","13.7156","36.0604"
"002428","2019-12-31","13.7156","31.4692"
"002428","2020-12-31","13.7156","32.2547"
"002428","2021-12-31","13.7156","28.1854"
"002428","2022-12-31","13.7156","27.2507"
"002429","2014-12-31","63.9011","75.8249"
"002429","2015-12-31","61.6109","68.3260"
"002429","2016-12-31","54.4973","70.9691"
"002429","2017-12-31","54.5001","70.3585"
"002429","2018-12-31","54.5001","70.3696"
"002429","2019-12-31","54.5001","70.6249"
"002429","2020-12-31","54.5001","67.5144"
"002429","2021-12-31","39.4868","64.0847"
"002429","2022-12-31","19.6398","63.1067"
"002430","2014-12-31","62.1727","77.9964"
"002430","2015-12-31","61.4915","78.3831"
"002430","2016-12-31","61.4915","77.4770"
"002430","2017-12-31","54.4010","78.8665"
"002430","2018-12-31","54.4010","76.5464"
"002430","2019-12-31","54.4010","74.2030"
"002430","2020-12-31","54.4010","74.9262"
"002430","2021-12-31","54.4010","74.4266"
"002430","2022-12-31","53.2994","70.4331"
"002432","2014-12-31","45.3184","62.1826"
"002432","2015-12-31","44.7133","50.9203"
"002432","2016-12-31","37.2774","49.8488"
"002432","2017-12-31","37.2774","47.3577"
"002432","2018-12-31","37.2774","44.5918"
"002432","2019-12-31","33.4314","37.7954"
"002432","2020-12-31","27.4945","34.8996"
"002432","2021-12-31","22.7470","33.9352"
"002432","2022-12-31","24.3267","30.8202"
"002434","2014-12-31","33.0750","79.7332"
"002434","2015-12-31","33.2711","73.7057"
"002434","2016-12-31","28.4501","73.0530"
"002434","2017-12-31","28.4501","68.4088"
"002434","2018-12-31","28.4501","69.6579"
"002434","2019-12-31","28.6624","70.6126"
"002434","2020-12-31","28.6624","70.2647"
"002434","2021-12-31","28.6624","66.3533"
"002434","2022-12-31","29.2607","63.8097"
"002435","2014-12-31","28.0444","54.2721"
"002435","2015-12-31","28.0444","45.5595"
"002435","2016-12-31","36.8095","72.8151"
"002435","2017-12-31","37.6088","74.7260"
"002435","2018-12-31","37.6088","73.6144"
"002435","2019-12-31","38.0804","74.5374"
"002435","2020-12-31","38.0804","74.5374"
"002435","2021-12-31","38.0804","71.3804"
"002435","2022-12-31","38.0804","65.7152"
"002436","2014-12-31","22.7433","58.0547"
