"Stkcd","ShortName","Accper","Typrep","Bbd1102101","B001302000","B001301000","B001300000"
"300840","酷特智能","2020-12-31","A","","4289990.20","","58832476.70"
"300840","酷特智能","2021-12-31","A","","8508845.79","2397722.71","76182705.92"
"300840","酷特智能","2022-12-31","A","","12287517.29","-512474.59","89115924.64"
"300841","康华生物","2020-12-31","A","","2222525.84","","485059577.84"
"300841","康华生物","2021-12-31","A","","4650993.11","269324029.34","915757565.90"
"300841","康华生物","2022-12-31","A","","5008029.55","51894043.56","685501884.11"
"300842","帝科股份","2020-12-31","A","","10980976.04","-11500237.61","89230380.72"
"300842","帝科股份","2021-12-31","A","","-18479325.94","-3559013.37","91329237.76"
"300842","帝科股份","2022-12-31","A","","-18171208.67","9126108.59","-36530856.97"
"300842","帝科股份","2023-12-31","A","","-36110593.86","57044939.19","408138375.47"
"300843","胜蓝股份","2020-12-31","A","","1319042.43","","117554706.45"
"300843","胜蓝股份","2021-12-31","A","","3505239.44","","112999819.56"
"300843","胜蓝股份","2022-12-31","A","","902485.56","","59190337.01"
"300847","中船汉光","2020-12-31","A","","","","103764027.30"
"300847","中船汉光","2021-12-31","A","","","","120771221.25"
"300847","中船汉光","2022-12-31","A","","","","124253383.31"
"300848","美瑞新材","2020-12-31","A","","3515897.11","1212385.72","116209418.74"
"300848","美瑞新材","2021-12-31","A","","12936401.10","1789003.82","131266585.22"
"300848","美瑞新材","2022-12-31","A","","12085338.41","-2096056.93","112070574.96"
"300849","锦盛新材","2020-12-31","A","","","3713540.82","40155113.56"
"300849","锦盛新材","2021-12-31","A","","","4326536.79","8166441.38"
"300849","锦盛新材","2022-12-31","A","","23425.10","2082029.93","-30301489.80"
"300850","新强联","2020-12-31","A","","","53067044.96","497031659.38"
"300850","新强联","2021-12-31","A","","-7409073.00","99831579.12","586439144.35"
"300850","新强联","2022-12-31","A","","20058231.42","18701463.95","325736615.91"
"300852","四会富仕","2020-12-31","A","","4127172.88","1418856.26","139186157.93"
"300852","四会富仕","2021-12-31","A","","7285386.53","800709.49","209152356.25"
"300852","四会富仕","2022-12-31","A","","6380412.02","-1109754.00","252789540.24"
"300853","申昊科技","2020-12-31","A","","2640027.40","","186923496.68"
"300853","申昊科技","2021-12-31","A","","4219014.24","","205567832.70"
"300853","申昊科技","2022-12-31","A","","1764099.83","","-77694946.44"
"300855","图南股份","2020-12-31","A","","","3483333.34","124417575.57"
"300855","图南股份","2021-12-31","A","","7370027.47","1469333.34","207873404.98"
"300855","图南股份","2022-12-31","A","","10222772.22","380266.67","281469169.97"
"300856","科思股份","2020-12-31","A","","2960940.50","2727211.57","195254049.54"
"300856","科思股份","2021-12-31","A","","15713454.78","151909.62","156899184.07"
"300856","科思股份","2022-12-31","A","","5379584.18","161398.71","463678433.32"
"300857","协创数据","2020-12-31","A","","1729729.88","52438.36","96632086.95"
"300857","协创数据","2021-12-31","A","","5585958.26","-654947.71","127952127.88"
"300857","协创数据","2022-12-31","A","","-6013826.10","-204290.52","140405072.59"
"300858","科拓生物","2020-12-31","A","","3371183.78","","117710605.78"
"300858","科拓生物","2021-12-31","A","","11612321.19","1548497.36","124704325.33"
"300858","科拓生物","2022-12-31","A","","9172954.66","167544.39","127576925.65"
"300861","美畅股份","2020-12-31","A","","27176777.30","1578472.21","534189333.22"
"300861","美畅股份","2021-12-31","A","","57274172.38","10782900.87","899659131.93"
"300861","美畅股份","2022-12-31","A","","51186287.92","5276409.62","1719293006.23"
"300862","蓝盾光电","2020-12-31","A","","6940311.64","832876.71","133945712.15"
"300862","蓝盾光电","2021-12-31","A","","29255305.08","3487602.72","184988225.73"
"300862","蓝盾光电","2022-12-31","A","","20188282.97","496000.00","71824925.09"
"300863","卡倍亿","2020-12-31","A","","1430885.70","19092809.53","58525650.90"
"300863","卡倍亿","2021-12-31","A","","13816818.60","-3494702.85","94987106.47"
"300863","卡倍亿","2022-12-31","A","","5897958.73","-14053940.92","158952406.06"
"300865","大宏立","2020-12-31","A","","1534357.18","1452577.47","77130072.72"
"300865","大宏立","2021-12-31","A","","-33273.12","7818813.71","28575126.87"
"300865","大宏立","2022-12-31","A","","1214.39","4958567.77","21618953.87"
"300866","安克创新","2020-12-31","A","","73806211.82","65473256.19","1006921201.28"
"300866","安克创新","2021-12-31","A","","258235357.01","42841004.98","1092324845.94"
"300866","安克创新","2022-12-31","A","","118426736.27","278885117.78","1274526841.73"
"300868","杰美特","2020-12-31","A","","11935036.40","60410.96","121895874.72"
"300868","杰美特","2021-12-31","A","","17389377.64","22582561.31","30559221.06"
"300868","杰美特","2022-12-31","A","","1744358.02","47650658.34","-131689282.37"
"300869","康泰医学","2020-12-31","A","","167808.22","","714635983.83"
"300869","康泰医学","2021-12-31","A","","1582695.09","","405745043.68"
"300869","康泰医学","2022-12-31","A","","7958625.00","46636450.30","219275712.94"
"300870","欧陆通","2020-12-31","A","","447596.69","3884095.89","219212744.68"
"300870","欧陆通","2021-12-31","A","","11147083.33","457470.14","125709421.93"
"300870","欧陆通","2022-12-31","A","","3952771.18","117200.00","107644896.55"
"300871","回盛生物","2020-12-31","A","","215083.29","633221.45","176517292.01"
"300871","回盛生物","2021-12-31","A","","2856717.92","1547369.87","151027846.68"
"300871","回盛生物","2022-12-31","A","","5548630.18","1461361.06","59156949.33"
"300875","捷强装备","2020-12-31","A","","346167.88","724931.51","112596113.70"
"300875","捷强装备","2021-12-31","A","","19127148.06","-671232.88","33614430.84"
"300875","捷强装备","2022-12-31","A","","8018694.62","8252273.94","-7955752.58"
"300876","蒙泰高新","2020-12-31","A","","634508.57","","92857076.77"
"300876","蒙泰高新","2021-12-31","A","","6985053.34","","78756644.29"
"300876","蒙泰高新","2022-12-31","A","","3846271.10","","60897088.20"
"300877","金春股份","2020-12-31","A","","76157.05","1596638.35","322085688.06"
"300877","金春股份","2021-12-31","A","","18805664.51","34200010.71","92459518.98"
"300877","金春股份","2022-12-31","A","","26075983.45","-9956077.66","-31929218.60"
"300878","维康药业","2020-12-31","A","","","","159038788.39"
"300878","维康药业","2021-12-31","A","","264330.53","","99142039.84"
"300878","维康药业","2022-12-31","A","","10047818.03","","59452370.75"
"300879","大叶股份","2020-12-31","A","","764141.03","13757840.74","76130475.04"
"300879","大叶股份","2021-12-31","A","","14032831.76","7173484.65","62412944.84"
"300879","大叶股份","2022-12-31","A","","-24851321.45","-1842474.06","3118792.91"
"300880","迦南智能","2020-12-31","A","","636534.14","1495655.90","82089613.93"
"300880","迦南智能","2021-12-31","A","","7889903.30","-960676.78","122025933.60"
"300880","迦南智能","2022-12-31","A","","4830205.36","-1816624.71","163530707.83"
"300881","盛德鑫泰","2020-12-31","A","","1273894.14","","62059221.16"
"300881","盛德鑫泰","2021-12-31","A","","7967953.11","828616.43","53232177.34"
"300881","盛德鑫泰","2022-12-31","A","","4634017.97","","82406552.13"
"300882","万胜智能","2020-12-31","A","","1669920.08","","98895395.56"
"300882","万胜智能","2021-12-31","A","","4054686.35","","68992244.37"
"300882","万胜智能","2022-12-31","A","","3875573.08","","152698425.48"
"300883","龙利得","2020-12-31","A","","","285068.49","69662188.22"
"300883","龙利得","2021-12-31","A","","1171671.24","-285068.49","55382708.45"
"300883","龙利得","2022-12-31","A","","","","31629572.81"
"300884","狄耐克","2020-12-31","A","","75211.32","","182015408.60"
"300884","狄耐克","2021-12-31","A","","15560743.71","700995.32","116454921.80"
"300884","狄耐克","2022-12-31","A","","13890090.17","-103080.93","84002228.09"
"300885","海昌新材","2020-12-31","A","","2779589.34","633728.22","68995151.63"
"300885","海昌新材","2021-12-31","A","","7271013.03","1740496.36","96961348.85"
"300885","海昌新材","2022-12-31","A","","1688741.68","-125692.91","65450357.06"
"300886","华业香料","2020-12-31","A","","360000.00","","33935265.40"
"300886","华业香料","2021-12-31","A","","2841986.72","86664.38","21924918.57"
"300886","华业香料","2022-12-31","A","","1775766.57","","22249655.16"
"300888","稳健医疗","2020-12-31","A","","21585123.16","11178589.44","4531737241.56"
"300888","稳健医疗","2021-12-31","A","","103237547.98","58474468.36","1475639799.00"
"300888","稳健医疗","2022-12-31","A","","51470767.16","32148876.44","1976549812.58"
"300889","爱克股份","2020-12-31","A","","2730740.89","3104939.62","111983548.79"
"300889","爱克股份","2021-12-31","A","","6505822.97","5297878.12","44666007.82"
"300889","爱克股份","2022-12-31","A","","3439048.08","1435815.16","33078075.43"
"300890","翔丰华","2020-12-31","A","","568967.82","299253.42","49807142.93"
"300890","翔丰华","2021-12-31","A","","","4436308.37","128645224.25"
"300890","翔丰华","2022-12-31","A","","","338141.26","202872884.31"
"300891","惠云钛业","2020-12-31","A","","","","106135979.16"
"300891","惠云钛业","2021-12-31","A","","45374.50","","251019532.80"
"300891","惠云钛业","2022-12-31","A","","-380888.11","","14935742.36"
"300893","松原股份","2020-12-31","A","","-965537.83","","103196779.54"
"300893","松原股份","2021-12-31","A","","1069338.19","499070.86","126439840.06"
"300893","松原股份","2022-12-31","A","","-1878020.82","-496317.93","121954773.23"
"300894","火星人","2020-12-31","A","","1655457.51","","315138800.14"
"300894","火星人","2021-12-31","A","","6361069.91","","429351773.53"
"300894","火星人","2022-12-31","A","","6956642.19","-695013.68","351093484.93"
"300896","爱美客","2020-12-31","A","","14734728.49","1568000.00","502742077.42"
"300896","爱美客","2021-12-31","A","","18481481.56","27370445.16","1126621430.88"
"300896","爱美客","2022-12-31","A","","33132164.19","29407361.38","1488201141.16"
"300897","山科智能","2020-12-31","A","","1147313.46","915718.45","80763382.39"
"300897","山科智能","2021-12-31","A","","8524816.67","630693.48","98987629.15"
"300897","山科智能","2022-12-31","A","","3811089.98","2288605.65","87814947.22"
"300898","熊猫乳品","2020-12-31","A","","1938647.87","2133206.02","79193634.43"
"300898","熊猫乳品","2021-12-31","A","","6328317.20","2800053.30","95799931.38"
"300898","熊猫乳品","2022-12-31","A","","5084190.17","797823.73","61502808.42"
"300900","广联航空","2020-12-31","A","","","166864.54","115300664.97"
"300900","广联航空","2021-12-31","A","","5856721.54","","33582815.67"
"300900","广联航空","2022-12-31","A","","3678744.29","","175009911.32"
"300902","国安达","2020-12-31","A","","","782757.49","70990871.52"
"300902","国安达","2021-12-31","A","","1615244.05","6947868.42","34916913.63"
"300902","国安达","2022-12-31","A","","3358525.94","4464966.87","16017568.02"
"300903","科翔股份","2020-12-31","A","","172928.87","109503.81","117308099.06"
"300903","科翔股份","2021-12-31","A","","4023209.98","52990.71","53356558.80"
"300903","科翔股份","2022-12-31","A","","14625627.85","879120.37","31818941.25"
"300905","宝丽迪","2020-12-31","A","","991855.92","","129907636.83"
"300905","宝丽迪","2021-12-31","A","","6266721.74","12615475.69","124990873.71"
"300905","宝丽迪","2022-12-31","A","","13637907.21","","56858285.24"
"300906","日月明","2020-12-31","A","","3313009.96","","62385863.13"
"300906","日月明","2021-12-31","A","","6221671.97","","46519082.62"
"300906","日月明","2022-12-31","A","","5722138.89","35945.21","34576728.45"
"300907","康平科技","2020-12-31","A","","1154445.40","","66781094.53"
"300907","康平科技","2021-12-31","A","","3458506.28","","19831018.54"
"300907","康平科技","2022-12-31","A","","1618832.12","-2049501.66","30382500.87"
"300908","仲景食品","2020-12-31","A","","2248296.66","","145201319.90"
"300908","仲景食品","2021-12-31","A","","22833171.65","","132945456.58"
"300908","仲景食品","2022-12-31","A","","20168387.90","","140281856.60"
"300909","汇创达","2020-12-31","A","","","","114580475.95"
"300909","汇创达","2021-12-31","A","","4983466.38","","167592157.06"
"300909","汇创达","2022-12-31","A","","4760666.06","-2914348.42","144030455.84"
"300910","瑞丰新材","2020-12-31","A","","775068.49","25416.66","213512231.24"
"300910","瑞丰新材","2021-12-31","A","","931998.80","3399503.90","232693562.52"
"300910","瑞丰新材","2022-12-31","A","","3384034.68","33927002.46","669021024.89"
"300911","亿田智能","2020-12-31","A","","164775.00","","163946777.51"
"300911","亿田智能","2021-12-31","A","","19985719.46","","239184669.60"
"300911","亿田智能","2022-12-31","A","","15837405.83","","232877353.53"
"300913","兆龙互连","2020-12-31","A","","-997307.74","","81561472.62"
"300913","兆龙互连","2021-12-31","A","","2397591.13","311111.11","94067856.20"
"300913","兆龙互连","2022-12-31","A","","-1028136.30","-2866604.32","141619884.77"
"300915","海融科技","2020-12-31","A","","","","101683354.20"
"300915","海融科技","2021-12-31","A","","24317757.09","598888.89","129985287.68"
"300915","海融科技","2022-12-31","A","","23241904.31","2450083.78","107103840.18"
"300916","朗特智能","2020-12-31","A","","189936.76","-297863.08","106632302.09"
"300916","朗特智能","2021-12-31","A","","10737164.68","1990068.23","160157816.41"
"300916","朗特智能","2022-12-31","A","","6663895.92","1170807.53","200084544.43"
"300918","南山智尚","2020-12-31","A","","","","90326888.10"
"300918","南山智尚","2021-12-31","A","","7568870.34","509245.81","186824271.48"
"300918","南山智尚","2022-12-31","A","","3573337.44","60123.29","208067552.55"
"300919","中伟股份","2020-12-31","A","","-26598614.79","-2064000.00","467870729.18"
"300919","中伟股份","2021-12-31","A","","-109127366.17","-5288680.20","1067042169.23"
"300919","中伟股份","2022-12-31","A","","-72977875.12","4715929.19","1666996949.94"
"300920","润阳科技","2020-12-31","A","","259814.09","","143897073.48"
"300920","润阳科技","2021-12-31","A","","129699.13","","115738482.43"
"300920","润阳科技","2022-12-31","A","","1809583.23","","41470237.69"
"300922","天秦装备","2020-12-31","A","","2086428.02","","74555286.62"
"300922","天秦装备","2021-12-31","A","","5815433.00","","93197316.79"
"300922","天秦装备","2022-12-31","A","","5066435.15","733501.39","31420438.87"
"300923","研奥股份","2020-12-31","A","","4068348.72","","67728176.59"
"300923","研奥股份","2021-12-31","A","","11249471.69","1367198.87","87315574.97"
"300923","研奥股份","2022-12-31","A","","5399323.36","1136930.50","56819304.13"
"300926","博俊科技","2020-12-31","A","","170423.89","","78844696.30"
"300926","博俊科技","2021-12-31","A","","3251313.08","-511500.00","87290011.23"
"300926","博俊科技","2022-12-31","A","","-1692900.00","","168427567.76"
"300927","江天化学","2020-12-31","A","","","","61762215.26"
"300927","江天化学","2021-12-31","A","","593251.93","11549.48","86462351.17"
"300927","江天化学","2022-12-31","A","","2687602.88","21726.94","82784690.41"
"300930","屹通新材","2020-12-31","A","","1189092.38","","72809313.62"
"300930","屹通新材","2021-12-31","A","","4997833.43","","110818903.25"
"300930","屹通新材","2022-12-31","A","","13240432.77","","103506218.00"
"300931","通用电梯","2020-12-31","A","","","","63584162.73"
"300931","通用电梯","2021-12-31","A","","4996050.92","1874907.16","47242565.90"
"300931","通用电梯","2022-12-31","A","","2882005.75","-4766059.32","-100201681.65"
"300932","三友联众","2020-12-31","A","","8657.54","","170941056.21"
"300932","三友联众","2021-12-31","A","","4205381.52","970332.41","123533977.03"
"300932","三友联众","2022-12-31","A","","2179230.19","149084.81","61624496.01"
"300933","中辰股份","2020-12-31","A","","120000.00","","101317878.70"
"300933","中辰股份","2021-12-31","A","","2547802.49","-119827.77","87334306.05"
"300933","中辰股份","2022-12-31","A","","6082764.89","149408.73","77829209.57"
"300936","中英科技","2020-12-31","A","","1099616.88","","68269197.29"
"300936","中英科技","2021-12-31","A","","6338041.54","2438.57","59032889.13"
"300936","中英科技","2022-12-31","A","","9181791.98","83333.33","37291395.85"
"300939","秋田微","2020-12-31","A","","3752038.05","2254239.58","92802057.30"
"300939","秋田微","2021-12-31","A","","19114205.83","-2780898.29","121107738.57"
"300939","秋田微","2022-12-31","A","","15830178.45","604993.99","178169008.49"
"300940","南极光","2020-12-31","A","","457336.00","","78061424.81"
"300940","南极光","2021-12-31","A","","500371.29","170958.90","43936253.60"
"300940","南极光","2022-12-31","A","","41009.32","-170958.90","-55783500.87"
"300942","易瑞生物","2020-12-31","A","","8817266.51","","75104959.76"
"300942","易瑞生物","2021-12-31","A","","4456281.25","5208375.00","268277090.76"
"300942","易瑞生物","2022-12-31","A","","2676204.89","","98107417.54"
"300943","春晖智控","2020-12-31","A","","1166564.56","","78484418.80"
"300943","春晖智控","2021-12-31","A","","2085889.16","1829001.67","74387079.23"
"300943","春晖智控","2022-12-31","A","","16550776.83","867564.28","85555006.05"
"300946","恒而达","2020-12-31","A","","-111871.34","","83725717.73"
"300946","恒而达","2021-12-31","A","","6802671.01","2145366.28","116409309.36"
"300946","恒而达","2022-12-31","A","","1395338.31","7789766.80","96151097.42"
"300950","德固特","2020-12-31","A","","1576434.59","","71648012.43"
"300950","德固特","2021-12-31","A","","2541834.41","","51639549.12"
"300950","德固特","2022-12-31","A","","2308561.94","953594.04","75766637.27"
"300951","博硕科技","2020-12-31","A","","2197067.80","","201483345.83"
"300951","博硕科技","2021-12-31","A","","7560247.00","17210702.82","284915806.90"
"300951","博硕科技","2022-12-31","A","","9463609.54","14428633.01","354228155.75"
"300952","恒辉安防","2020-12-31","A","","36126.70","","133430170.04"
"300952","恒辉安防","2021-12-31","A","","2056606.26","268190.56","96655391.41"
"300952","恒辉安防","2022-12-31","A","","1822000.48","14692.72","150548518.16"
"300953","震裕科技","2020-12-31","A","","","","153963166.68"
"300953","震裕科技","2021-12-31","A","","296332.33","","183716658.70"
"300953","震裕科技","2022-12-31","A","","-16852625.74","","62986807.31"
"300955","嘉亨家化","2020-12-31","A","","","","116934887.41"
"300955","嘉亨家化","2021-12-31","A","","1657180.40","226869.98","118440032.28"
"300955","嘉亨家化","2022-12-31","A","","192488.85","40730.35","80705054.12"
"300956","英力股份","2020-12-31","A","","6458340.54","7172870.00","119991518.84"
"300956","英力股份","2021-12-31","A","","3134314.97","","48291422.76"
"300956","英力股份","2022-12-31","A","","-4269162.85","8741782.02","-31240717.90"
"300957","贝泰妮","2020-12-31","A","","3130684.92","","649701211.16"
"300957","贝泰妮","2021-12-31","A","","18830359.81","10797093.76","1015709779.22"
"300957","贝泰妮","2022-12-31","A","","80577953.49","-5519803.92","1212109056.93"
"300960","通业科技","2020-12-31","A","","2366986.34","","82512402.05"
"300960","通业科技","2021-12-31","A","","5129654.93","","44521108.78"
"300960","通业科技","2022-12-31","A","","2880658.32","","29745156.42"
"300962","中金辐照","2020-12-31","A","","","","72817438.43"
"300962","中金辐照","2021-12-31","A","","","","110284696.65"
"300962","中金辐照","2022-12-31","A","","","","127583712.22"
"300963","中洲特材","2020-12-31","A","","","","65900283.90"
"300963","中洲特材","2021-12-31","A","","639123.29","","47279738.97"
"300963","中洲特材","2022-12-31","A","","183173.16","29994.53","87839145.09"
"300964","本川智能","2021-12-31","A","","5535003.30","1464374.08","61016979.78"
"300964","本川智能","2022-12-31","A","","11725621.44","-804927.59","53724513.28"
"300965","恒宇信通","2020-12-31","A","","934731.90","","111088230.01"
"300965","恒宇信通","2021-12-31","A","","1705878.61","","68411851.75"
"300965","恒宇信通","2022-12-31","A","","9170158.00","202561.64","38230580.86"
"300966","共同药业","2020-12-31","A","","-246072.27","","57300022.55"
"300966","共同药业","2021-12-31","A","","-1050834.35","1282.58","62711930.25"
"300966","共同药业","2022-12-31","A","","-194545.00","11877.68","38903531.18"
"300968","格林精密","2020-12-31","A","","786054.80","","196018488.90"
"300968","格林精密","2021-12-31","A","","1060925.18","","89400716.00"
"300968","格林精密","2022-12-31","A","","3249532.95","","130755298.91"
"300969","恒帅股份","2020-12-31","A","","966476.66","1073984.94","74278604.77"
"300969","恒帅股份","2021-12-31","A","","4985295.39","3762353.93","128312426.08"
"300969","恒帅股份","2022-12-31","A","","12074410.52","-1127295.48","162010273.56"
"300971","博亚精工","2020-12-31","A","","37474.23","","98137585.70"
"300971","博亚精工","2021-12-31","A","","-373957.38","1868426.99","89550271.50"
"300971","博亚精工","2022-12-31","A","","-32870.00","2288770.60","66268182.31"
"300973","立高食品","2020-12-31","A","","","","290219626.45"
"300973","立高食品","2021-12-31","A","","","","355742594.83"
"300973","立高食品","2022-12-31","A","","","","177531111.14"
"300976","达瑞电子","2020-12-31","A","","7012112.21","117126.56","248397855.25"
"300976","达瑞电子","2021-12-31","A","","8027488.37","2988198.32","248442037.58"
"300976","达瑞电子","2022-12-31","A","","24703672.87","45933.83","238768282.59"
"300978","东箭科技","2020-12-31","A","","32853353.80","-5043750.00","221618792.33"
"300978","东箭科技","2021-12-31","A","","24072156.27","6308192.36","129165071.35"
"300978","东箭科技","2022-12-31","A","","-29746811.70","-16731889.83","73105194.78"
"300979","华利集团","2021-12-31","A","","25119982.07","292862.38","3701821672.26"
"300979","华利集团","2022-12-31","A","","68212214.09","24105844.39","4104808917.40"
"300980","祥源新材","2020-12-31","A","","414559.61","","89544984.49"
"300980","祥源新材","2021-12-31","A","","2337487.02","","103477917.21"
"300980","祥源新材","2022-12-31","A","","7973374.25","","61247093.57"
"300981","中红医疗","2021-12-31","A","","21204317.81","61335619.75","2787859922.99"
"300981","中红医疗","2022-12-31","A","","14238438.38","51458139.85","-10995426.97"
"300984","金沃股份","2021-12-31","A","","350194.63","281041.10","72877351.36"
"300984","金沃股份","2022-12-31","A","","","","49364733.76"
"300985","致远新能","2021-12-31","A","","-2036145.32","","20544156.25"
"300985","致远新能","2022-12-31","A","","-2466254.72","","-61592884.75"
"300986","志特新材","2021-12-31","A","","936499.30","","201043689.71"
"300986","志特新材","2022-12-31","A","","2068017.01","","214618975.44"
"300988","津荣天宇","2021-12-31","A","","5511062.04","","79663531.21"
"300988","津荣天宇","2022-12-31","A","","2056091.21","-6301.53","83541169.31"
"300990","同飞股份","2021-12-31","A","","3955613.92","9977045.42","134608906.09"
"300990","同飞股份","2022-12-31","A","","22704898.29","-8737760.08","131427919.24"
"300991","创益通","2021-12-31","A","","596780.01","","79457067.62"
"300991","创益通","2022-12-31","A","","1169495.61","","8187692.68"
"300992","泰福泵业","2021-12-31","A","","544904.03","1093000.00","59097174.12"
"300992","泰福泵业","2022-12-31","A","","11042728.32","-2503590.69","69996831.90"
"300993","玉马遮阳","2021-12-31","A","","3297291.11","","162319262.22"
"300993","玉马遮阳","2022-12-31","A","","3011553.32","38000.00","178712762.52"
"300994","久祺股份","2021-12-31","A","","12713044.25","2633518.62","246760696.18"
"300994","久祺股份","2022-12-31","A","","10388326.45","-9932242.85","212932223.39"
"300995","奇德新材","2021-12-31","A","","4633587.75","520888.62","38719369.87"
"300995","奇德新材","2022-12-31","A","","7898556.57","2485277.19","13956397.22"
"300997","欢乐家","2021-12-31","A","","1996613.25","75968.97","246966283.03"
"300997","欢乐家","2022-12-31","A","","2007520.73","126173.53","279099478.74"
"300998","宁波方正","2021-12-31","A","","1163043.78","","28132217.11"
"300998","宁波方正","2022-12-31","A","","","","15385368.84"
"300999","金龙鱼","2020-12-31","A","","-2289783000.00","-1259194000.00","8918559000.00"
"300999","金龙鱼","2021-12-31","A","","-1708677000.00","866107000.00","6429630000.00"
"300999","金龙鱼","2022-12-31","A","","18514000.00","-262071000.00","3817360000.00"
"301000","肇民科技","2021-12-31","A","","3430903.19","4505726.49","132324794.31"
"301000","肇民科技","2022-12-31","A","","12702255.73","2848533.78","103623122.26"
"301002","崧盛股份","2021-12-31","A","","4456465.09","66246.55","144001877.03"
"301002","崧盛股份","2022-12-31","A","","2793355.54","169583.33","82025798.21"
"301003","江苏博云","2021-12-31","A","","150400.00","2931594.51","145993722.91"
"301003","江苏博云","2022-12-31","A","","13615656.49","-117079.44","130058095.35"
"301003","江苏博云","2023-12-31","A","","12881124.94","-384350.70","133767951.23"
"301004","嘉益股份","2021-12-31","A","","5694542.26","310652.57","93891518.32"
"301004","嘉益股份","2022-12-31","A","","9009789.91","-15984794.51","311087942.06"
"301005","超捷股份","2021-12-31","A","","3642265.23","1730181.72","86099740.74"
"301005","超捷股份","2022-12-31","A","","4906229.64","22438865.75","70832951.88"
"301006","迈拓股份","2021-12-31","A","","12637066.97","1146797.78","162804930.65"
"301006","迈拓股份","2022-12-31","A","","12247427.97","-1146797.78","123371236.69"
"301007","德迈仕","2021-12-31","A","","","","53827049.58"
"301007","德迈仕","2022-12-31","A","","","","49744780.60"
"301008","宏昌科技","2021-12-31","A","","-2103858.77","","73209127.34"
"301008","宏昌科技","2022-12-31","A","","-496979.17","263146.88","71963787.01"
"301009","可靠股份","2021-12-31","A","","5051534.63","","45302419.87"
"301009","可靠股份","2022-12-31","A","","235086.74","","-55468498.28"
"301010","晶雪节能","2021-12-31","A","","-4507109.29","375473.93","76351734.71"
"301010","晶雪节能","2022-12-31","A","","34404.02","368055.57","42664620.65"
"301011","华立科技","2021-12-31","A","","","","56141117.21"
"301011","华立科技","2022-12-31","A","","43837.38","","-70886019.70"
"301012","扬电科技","2021-12-31","A","","552647.21","","59644112.82"
"301012","扬电科技","2022-12-31","A","","-94651.05","","75987952.03"
"301013","利和兴","2021-12-31","A","","1331554.01","","45724044.13"
"301013","利和兴","2022-12-31","A","","1807357.66","","-55816886.01"
"301016","雷尔伟","2021-12-31","A","","1348069.44","","146327607.32"
"301016","雷尔伟","2022-12-31","A","","6559441.29","","104928469.37"
"301018","申菱环境","2021-12-31","A","","-1633149.00","","162025858.45"
"301018","申菱环境","2022-12-31","A","","-858979.34","-460955.85","183628080.74"
"301019","宁波色母","2021-12-31","A","","1012241.49","","122123161.96"
"301019","宁波色母","2022-12-31","A","","8180868.36","","107614955.58"
"301020","密封科技","2021-12-31","A","","2948957.60","312013.44","108186361.55"
"301020","密封科技","2022-12-31","A","","3781763.48","87575.60","68538406.34"
"301021","英诺激光","2021-12-31","A","","1224022.82","50924.71","80167266.41"
"301021","英诺激光","2022-12-31","A","","3361229.35","16041.67","20661207.96"
"301022","海泰科","2021-12-31","A","","5091238.05","3785022.05","51603029.87"
"301022","海泰科","2022-12-31","A","","9256601.65","-3356704.24","58461231.13"
"301023","江南奕帆","2021-12-31","A","","2306751.71","3037042.74","74512716.45"
"301023","江南奕帆","2022-12-31","A","","3193235.31","-1010433.73","85391139.34"
"301026","浩通科技","2021-12-31","A","","5518006.35","4464699.03","271536786.17"
"301026","浩通科技","2022-12-31","A","","17191807.96","-9367502.92","166368326.49"
"301028","东亚机械","2021-12-31","A","","7928211.07","","203818914.01"
"301028","东亚机械","2022-12-31","A","","11713793.46","","182253427.03"
"301029","怡合达","2021-12-31","A","","1411950.68","","463676663.04"
"301029","怡合达","2022-12-31","A","","7246543.02","","578424989.61"
"301030","仕净科技","2021-12-31","A","","-1407998.44","","67750697.87"
"301030","仕净科技","2022-12-31","A","","-3697535.95","","106240509.46"
"301031","中熔电气","2021-12-31","A","","3237276.73","","80202505.83"
"301031","中熔电气","2022-12-31","A","","5631337.15","","172332408.54"
"301032","新柴股份","2021-12-31","A","","1766007.25","-1114569.00","78485187.52"
"301032","新柴股份","2022-12-31","A","","1747665.90","-540231.00","14484077.71"
"301033","迈普医学","2021-12-31","A","","6097024.12","979606.04","43713964.82"
"301033","迈普医学","2022-12-31","A","","8792273.20","-807088.22","41347066.80"
"301035","润丰股份","2021-12-31","A","","224428785.59","-84356048.50","1012703223.51"
"301035","润丰股份","2022-12-31","A","","-259460460.87","-171103311.09","1775543958.61"
"301036","双乐股份","2021-12-31","A","","730329.60","890100.00","111592623.93"
"301036","双乐股份","2022-12-31","A","","1139314.20","165300.00","27873822.75"
"301037","保立佳","2021-12-31","A","","","","52095994.99"
"301037","保立佳","2022-12-31","A","","-7206333.30","","3229775.99"
"301039","中集车辆","2021-12-31","A","","15539933.70","-20232463.28","1173596875.71"
"301039","中集车辆","2022-12-31","A","","-23910442.91","-7346053.56","1472638520.24"
"301040","中环海陆","2021-12-31","A","","-616001.58","","84592024.49"
"301040","中环海陆","2022-12-31","A","","1282506.11","","37741978.17"
"301041","金百泽","2021-12-31","A","","517666.35","","54589869.37"
"301041","金百泽","2022-12-31","A","","764030.69","171566.31","30965061.21"
"301042","安联锐视","2021-12-31","A","","826234.25","","75444469.12"
"301042","安联锐视","2022-12-31","A","","2124237.99","611707.76","107091443.07"
