"Stkcd","ShortName","Accper","Typrep","F081602C"
"002633","申科股份","2016-12-31","A","-0.399091"
"002633","申科股份","2016-12-31","B","-0.081474"
"002633","申科股份","2017-12-31","A","0.257286"
"002633","申科股份","2017-12-31","B","0.255639"
"002633","申科股份","2018-12-31","A","-0.070525"
"002633","申科股份","2018-12-31","B","-0.069019"
"002633","申科股份","2019-12-31","A","-0.241296"
"002633","申科股份","2019-12-31","B","-0.069974"
"002633","申科股份","2020-12-31","A","0.382848"
"002633","申科股份","2020-12-31","B","0.294394"
"002633","申科股份","2021-12-31","A","0.249297"
"002633","申科股份","2021-12-31","B","0.036795"
"002633","申科股份","2022-12-31","A","0.077745"
"002633","申科股份","2022-12-31","B","0.172164"
"002634","棒杰股份","2014-12-31","A","-0.000178"
"002634","棒杰股份","2014-12-31","B","0.073863"
"002634","棒杰股份","2015-12-31","A","-0.117459"
"002634","棒杰股份","2015-12-31","B","-0.116783"
"002634","棒杰股份","2016-12-31","A","0.180388"
"002634","棒杰股份","2016-12-31","B","0.177691"
"002634","棒杰股份","2017-12-31","A","0.113424"
"002634","棒杰股份","2017-12-31","B","0.076053"
"002634","棒杰股份","2018-12-31","A","-0.042806"
"002634","棒杰股份","2018-12-31","B","-0.085287"
"002634","棒杰股份","2019-12-31","A","0.446156"
"002634","棒杰股份","2019-12-31","B","0.435700"
"002634","棒杰股份","2020-12-31","A","0.041163"
"002634","棒杰股份","2020-12-31","B","-0.447878"
"002634","棒杰股份","2021-12-31","A","-0.019181"
"002634","棒杰股份","2021-12-31","B","-0.969880"
"002634","棒杰股份","2022-12-31","A","-0.008444"
"002634","棒杰股份","2022-12-31","B","-0.646929"
"002635","安洁科技","2014-12-31","A","0.208010"
"002635","安洁科技","2014-12-31","B","0.042347"
"002635","安洁科技","2015-12-31","A","1.571351"
"002635","安洁科技","2015-12-31","B","0.767364"
"002635","安洁科技","2016-12-31","A","-0.028062"
"002635","安洁科技","2016-12-31","B","-0.153507"
"002635","安洁科技","2017-12-31","A","0.485286"
"002635","安洁科技","2017-12-31","B","0.293948"
"002635","安洁科技","2018-12-31","A","0.309312"
"002635","安洁科技","2018-12-31","B","0.055863"
"002635","安洁科技","2019-12-31","A","-0.117640"
"002635","安洁科技","2019-12-31","B","-0.126728"
"002635","安洁科技","2020-12-31","A","-0.073602"
"002635","安洁科技","2020-12-31","B","0.057951"
"002635","安洁科技","2021-12-31","A","0.336793"
"002635","安洁科技","2021-12-31","B","0.280780"
"002635","安洁科技","2022-12-31","A","0.081068"
"002635","安洁科技","2022-12-31","B","0.209503"
"002636","金安国纪","2014-12-31","A","-0.047577"
"002636","金安国纪","2014-12-31","B","-0.174197"
"002636","金安国纪","2015-12-31","A","0.125571"
"002636","金安国纪","2015-12-31","B","-0.015659"
"002636","金安国纪","2016-12-31","A","0.199832"
"002636","金安国纪","2016-12-31","B","0.128357"
"002636","金安国纪","2017-12-31","A","0.203710"
"002636","金安国纪","2017-12-31","B","0.048493"
"002636","金安国纪","2018-12-31","A","0.002017"
"002636","金安国纪","2018-12-31","B","-0.219661"
"002636","金安国纪","2019-12-31","A","-0.098012"
"002636","金安国纪","2019-12-31","B","-0.711182"
"002636","金安国纪","2020-12-31","A","0.085662"
"002636","金安国纪","2020-12-31","B","-0.964509"
"002636","金安国纪","2021-12-31","A","0.633350"
"002636","金安国纪","2021-12-31","B","-0.250000"
"002636","金安国纪","2022-12-31","A","-0.361689"
"002636","金安国纪","2022-12-31","B","-0.444444"
"002637","赞宇科技","2014-12-31","A","0.125007"
"002637","赞宇科技","2014-12-31","B","-0.103925"
"002637","赞宇科技","2015-12-31","A","0.131082"
"002637","赞宇科技","2015-12-31","B","0.071468"
"002637","赞宇科技","2016-12-31","A","0.545043"
"002637","赞宇科技","2016-12-31","B","0.254377"
"002637","赞宇科技","2017-12-31","A","0.584228"
"002637","赞宇科技","2017-12-31","B","0.120735"
"002637","赞宇科技","2018-12-31","A","0.022551"
"002637","赞宇科技","2018-12-31","B","-0.248979"
"002637","赞宇科技","2019-12-31","A","-0.068555"
"002637","赞宇科技","2019-12-31","B","-0.051380"
"002637","赞宇科技","2020-12-31","A","0.186021"
"002637","赞宇科技","2020-12-31","B","-0.165319"
"002637","赞宇科技","2021-12-31","A","0.435359"
"002637","赞宇科技","2021-12-31","B","0.110576"
"002637","赞宇科技","2022-12-31","A","0.003039"
"002637","赞宇科技","2022-12-31","B","0.030315"
"002638","勤上光电","2014-12-31","A","-0.205808"
"002638","勤上光电","2014-12-31","B","-0.199671"
"002638","勤上光电","2015-12-31","A","-0.061960"
"002638","勤上光电","2015-12-31","B","-0.179495"
"002638","勤上光电","2016-12-31","A","-0.008145"
"002638","勤上光电","2016-12-31","B","-0.198695"
"002638","勤上股份","2017-12-31","A","0.909228"
"002638","勤上股份","2017-12-31","B","-0.619291"
"002638","勤上股份","2018-12-31","A","-0.193523"
"002638","勤上股份","2018-12-31","B",""
"002638","勤上股份","2019-12-31","A","-0.034670"
"002638","勤上股份","2019-12-31","B",""
"002638","*ST 勤上","2020-12-31","A","-0.205311"
"002638","*ST 勤上","2020-12-31","B",""
"002638","勤上股份","2021-12-31","A","0.054950"
"002638","勤上股份","2021-12-31","B",""
"002638","勤上股份","2022-12-31","A","-0.459880"
"002638","勤上股份","2022-12-31","B",""
"002639","雪人股份","2014-12-31","A","0.095115"
"002639","雪人股份","2014-12-31","B","-0.056305"
"002639","雪人股份","2015-12-31","A","0.518663"
"002639","雪人股份","2015-12-31","B","0.720838"
"002639","雪人股份","2016-12-31","A","0.264687"
"002639","雪人股份","2016-12-31","B","0.458344"
"002639","雪人股份","2017-12-31","A","0.154601"
"002639","雪人股份","2017-12-31","B","-0.144480"
"002639","雪人股份","2018-12-31","A","0.391750"
"002639","雪人股份","2018-12-31","B","0.499963"
"002639","雪人股份","2019-12-31","A","0.161233"
"002639","雪人股份","2019-12-31","B","0.037125"
"002639","雪人股份","2020-12-31","A","-0.036464"
"002639","雪人股份","2020-12-31","B","-0.454168"
"002639","雪人股份","2021-12-31","A","0.377321"
"002639","雪人股份","2021-12-31","B","-0.090992"
"002639","雪人股份","2022-12-31","A","-0.021222"
"002639","雪人股份","2022-12-31","B","-0.192838"
"002641","永高股份","2014-12-31","A","0.139523"
"002641","永高股份","2014-12-31","B","0.070797"
"002641","永高股份","2015-12-31","A","0.062498"
"002641","永高股份","2015-12-31","B","0.109403"
"002641","永高股份","2016-12-31","A","0.066206"
"002641","永高股份","2016-12-31","B","0.127457"
"002641","永高股份","2017-12-31","A","0.212971"
"002641","永高股份","2017-12-31","B","0.121881"
"002641","永高股份","2018-12-31","A","0.171576"
"002641","永高股份","2018-12-31","B","0.111841"
"002641","永高股份","2019-12-31","A","0.174985"
"002641","永高股份","2019-12-31","B","0.173419"
"002641","永高股份","2020-12-31","A","0.118541"
"002641","永高股份","2020-12-31","B","0.135559"
"002641","永高股份","2021-12-31","A","0.262164"
"002641","永高股份","2021-12-31","B","0.200052"
"002641","公元股份","2022-12-31","A","-0.101616"
"002641","公元股份","2022-12-31","B","-0.175452"
"002643","烟台万润","2014-12-31","A","0.107122"
"002643","烟台万润","2014-12-31","B","0.115304"
"002643","万润股份","2015-12-31","A","0.526056"
"002643","万润股份","2015-12-31","B","0.503087"
"002643","万润股份","2016-12-31","A","0.132644"
"002643","万润股份","2016-12-31","B","-0.098795"
"002643","万润股份","2017-12-31","A","0.329654"
"002643","万润股份","2017-12-31","B","0.283043"
"002643","万润股份","2018-12-31","A","0.071354"
"002643","万润股份","2018-12-31","B","0.172877"
"002643","万润股份","2019-12-31","A","0.090613"
"002643","万润股份","2019-12-31","B","-0.052632"
"002643","万润股份","2020-12-31","A","0.016716"
"002643","万润股份","2020-12-31","B","0.012295"
"002643","万润股份","2021-12-31","A","0.493614"
"002643","万润股份","2021-12-31","B","0.162022"
"002643","万润股份","2022-12-31","A","0.165638"
"002643","万润股份","2022-12-31","B","0.011105"
"002644","佛慈制药","2014-12-31","A","0.368894"
"002644","佛慈制药","2014-12-31","B","-0.013179"
"002644","佛慈制药","2015-12-31","A","-0.179133"
"002644","佛慈制药","2015-12-31","B","0.075443"
"002644","佛慈制药","2016-12-31","A","0.108891"
"002644","佛慈制药","2016-12-31","B","0.112951"
"002644","佛慈制药","2017-12-31","A","0.379579"
"002644","佛慈制药","2017-12-31","B","0.274132"
"002644","佛慈制药","2018-12-31","A","0.086685"
"002644","佛慈制药","2018-12-31","B","0.064419"
"002644","佛慈制药","2019-12-31","A","0.154677"
"002644","佛慈制药","2019-12-31","B","0.072899"
"002644","佛慈制药","2020-12-31","A","0.062396"
"002644","佛慈制药","2020-12-31","B","-0.011219"
"002644","佛慈制药","2021-12-31","A","0.223920"
"002644","佛慈制药","2021-12-31","B","0.219205"
"002644","佛慈制药","2022-12-31","A","0.246484"
"002644","佛慈制药","2022-12-31","B","0.032288"
"002645","华宏科技","2014-12-31","A","-0.185015"
"002645","华宏科技","2014-12-31","B","-0.192545"
"002645","华宏科技","2015-12-31","A","-0.148304"
"002645","华宏科技","2015-12-31","B","-0.401829"
"002645","华宏科技","2016-12-31","A","2.275501"
"002645","华宏科技","2016-12-31","B","0.400221"
"002645","华宏科技","2017-12-31","A","0.292796"
"002645","华宏科技","2017-12-31","B","0.903683"
"002645","华宏科技","2018-12-31","A","0.473848"
"002645","华宏科技","2018-12-31","B","1.055776"
"002645","华宏科技","2019-12-31","A","0.128096"
"002645","华宏科技","2019-12-31","B","-0.021263"
"002645","华宏科技","2020-12-31","A","0.561849"
"002645","华宏科技","2020-12-31","B","-0.190278"
"002645","华宏科技","2021-12-31","A","1.007540"
"002645","华宏科技","2021-12-31","B","0.591468"
"002645","华宏科技","2022-12-31","A","0.250587"
"002645","华宏科技","2022-12-31","B","-0.165126"
"002646","青青稞酒","2014-12-31","A","-0.057441"
"002646","青青稞酒","2014-12-31","B","-0.109120"
"002646","青青稞酒","2015-12-31","A","0.006341"
"002646","青青稞酒","2015-12-31","B","-0.110912"
"002646","青青稞酒","2016-12-31","A","0.053874"
"002646","青青稞酒","2016-12-31","B","0.055344"
"002646","青青稞酒","2017-12-31","A","-0.082690"
"002646","青青稞酒","2017-12-31","B","-0.004055"
"002646","青青稞酒","2018-12-31","A","0.022942"
"002646","青青稞酒","2018-12-31","B","0.171415"
"002646","青青稞酒","2019-12-31","A","-0.070356"
"002646","青青稞酒","2019-12-31","B","-0.118737"
"002646","青青稞酒","2020-12-31","A","-0.390740"
"002646","青青稞酒","2020-12-31","B","-0.334684"
"002646","青青稞酒","2021-12-31","A","0.380042"
"002646","青青稞酒","2021-12-31","B","0.263610"
"002646","天佑德酒","2022-12-31","A","-0.070449"
"002646","天佑德酒","2022-12-31","B","-0.132758"
"002648","卫星石化","2014-12-31","A","0.298480"
"002648","卫星石化","2014-12-31","B","-0.066227"
"002648","卫星石化","2015-12-31","A","-0.027504"
"002648","卫星石化","2015-12-31","B","-0.312730"
"002648","卫星石化","2016-12-31","A","0.278769"
"002648","卫星石化","2016-12-31","B","-0.114245"
"002648","卫星石化","2017-12-31","A","0.529125"
"002648","卫星石化","2017-12-31","B","0.441844"
"002648","卫星石化","2018-12-31","A","0.224890"
"002648","卫星石化","2018-12-31","B","-0.075146"
"002648","卫星石化","2019-12-31","A","0.074718"
"002648","卫星石化","2019-12-31","B","-0.004403"
"002648","卫星石化","2020-12-31","A","-0.000568"
"002648","卫星石化","2020-12-31","B","-0.136665"
"002648","卫星化学","2021-12-31","A","1.650909"
"002648","卫星化学","2021-12-31","B","0.886504"
"002648","卫星化学","2022-12-31","A","0.297193"
"002648","卫星化学","2022-12-31","B","-0.067021"
"002650","加加食品","2014-12-31","A","0.004010"
"002650","加加食品","2014-12-31","B","0.005685"
"002650","加加食品","2015-12-31","A","0.041702"
"002650","加加食品","2015-12-31","B","-0.067960"
"002650","加加食品","2016-12-31","A","0.075028"
"002650","加加食品","2016-12-31","B","0.196775"
"002650","加加食品","2017-12-31","A","0.002401"
"002650","加加食品","2017-12-31","B","-0.078448"
"002650","加加食品","2018-12-31","A","-0.054356"
"002650","加加食品","2018-12-31","B","0.037281"
"002650","加加食品","2019-12-31","A","0.140537"
"002650","加加食品","2019-12-31","B","0.170085"
"002650","ST 加加","2020-12-31","A","0.016127"
"002650","ST 加加","2020-12-31","B","-0.019839"
"002650","加加食品","2021-12-31","A","-0.153410"
"002650","加加食品","2021-12-31","B","-0.166198"
"002650","加加食品","2022-12-31","A","-0.039082"
"002650","加加食品","2022-12-31","B","0.025524"
"002651","利君股份","2014-12-31","A","-0.162884"
"002651","利君股份","2014-12-31","B","-0.122034"
"002651","利君股份","2015-12-31","A","-0.224640"
"002651","利君股份","2015-12-31","B","-0.179974"
"002651","利君股份","2016-12-31","A","-0.193875"
"002651","利君股份","2016-12-31","B","-0.400030"
"002651","利君股份","2017-12-31","A","0.136727"
"002651","利君股份","2017-12-31","B","0.283333"
"002651","利君股份","2018-12-31","A","-0.017111"
"002651","利君股份","2018-12-31","B","-0.142292"
"002651","利君股份","2019-12-31","A","0.331459"
"002651","利君股份","2019-12-31","B","0.489444"
"002651","利君股份","2020-12-31","A","0.190596"
"002651","利君股份","2020-12-31","B","0.084977"
"002651","利君股份","2021-12-31","A","0.170963"
"002651","利君股份","2021-12-31","B","-0.073000"
"002651","利君股份","2022-12-31","A","0.063597"
"002651","利君股份","2022-12-31","B","0.252834"
"002652","扬子新材","2014-12-31","A","-0.065700"
"002652","扬子新材","2014-12-31","B","-0.065700"
"002652","扬子新材","2015-12-31","A","0.051713"
"002652","扬子新材","2015-12-31","B","-0.313671"
"002652","扬子新材","2016-12-31","A","0.303918"
"002652","扬子新材","2016-12-31","B","0.145695"
"002652","扬子新材","2017-12-31","A","0.379057"
"002652","扬子新材","2017-12-31","B","0.278023"
"002652","扬子新材","2018-12-31","A","0.050328"
"002652","扬子新材","2018-12-31","B","-0.049881"
"002652","扬子新材","2019-12-31","A","-0.198908"
"002652","扬子新材","2019-12-31","B","-0.206309"
"002652","扬子新材","2020-12-31","A","-0.484877"
"002652","扬子新材","2020-12-31","B","-0.160234"
"002652","扬子新材","2021-12-31","A","-0.419335"
"002652","扬子新材","2021-12-31","B","-0.282643"
"002652","扬子新材","2022-12-31","A","-0.263090"
"002652","扬子新材","2022-12-31","B","-0.458231"
"002653","海思科","2014-12-31","A","0.219943"
"002653","海思科","2014-12-31","B","0.146986"
"002653","海思科","2015-12-31","A","0.001535"
"002653","海思科","2015-12-31","B","-0.026750"
"002653","海思科","2016-12-31","A","0.184051"
"002653","海思科","2016-12-31","B","0.325557"
"002653","海思科","2017-12-31","A","0.292945"
"002653","海思科","2017-12-31","B","0.342848"
"002653","海思科","2018-12-31","A","0.846103"
"002653","海思科","2018-12-31","B","0.339935"
"002653","海思科","2019-12-31","A","0.149030"
"002653","海思科","2019-12-31","B","0.294047"
"002653","海思科","2020-12-31","A","-0.154353"
"002653","海思科","2020-12-31","B","-0.020872"
"002653","海思科","2021-12-31","A","-0.167073"
"002653","海思科","2021-12-31","B","-0.134679"
"002653","海思科","2022-12-31","A","0.087253"
"002653","海思科","2022-12-31","B","0.114923"
"002655","共达电声","2014-12-31","A","0.289073"
"002655","共达电声","2014-12-31","B","0.289358"
"002655","共达电声","2015-12-31","A","0.079002"
"002655","共达电声","2015-12-31","B","0.004361"
"002655","共达电声","2016-12-31","A","0.015268"
"002655","共达电声","2016-12-31","B","0.090633"
"002655","共达电声","2017-12-31","A","0.099035"
"002655","共达电声","2017-12-31","B","0.099047"
"002655","共达电声","2018-12-31","A","0.022652"
"002655","共达电声","2018-12-31","B","0.022713"
"002655","共达电声","2019-12-31","A","0.223121"
"002655","共达电声","2019-12-31","B","0.223086"
"002655","共达电声","2020-12-31","A","0.198887"
"002655","共达电声","2020-12-31","B","0.198925"
"002655","共达电声","2021-12-31","A","-0.206203"
"002655","共达电声","2021-12-31","B","-0.206196"
"002655","共达电声","2022-12-31","A","0.028149"
"002655","共达电声","2022-12-31","B","-0.062787"
"002658","雪迪龙","2014-12-31","A","0.258801"
"002658","雪迪龙","2014-12-31","B","0.258782"
"002658","雪迪龙","2015-12-31","A","0.351920"
"002658","雪迪龙","2015-12-31","B","0.340395"
"002658","雪迪龙","2016-12-31","A","-0.004226"
"002658","雪迪龙","2016-12-31","B","-0.039518"
"002658","雪迪龙","2017-12-31","A","0.086292"
"002658","雪迪龙","2017-12-31","B","0.073039"
"002658","雪迪龙","2018-12-31","A","0.188650"
"002658","雪迪龙","2018-12-31","B","0.061133"
"002658","雪迪龙","2019-12-31","A","-0.035309"
"002658","雪迪龙","2019-12-31","B","-0.121856"
"002658","雪迪龙","2020-12-31","A","-0.024525"
"002658","雪迪龙","2020-12-31","B","0.061707"
"002658","雪迪龙","2021-12-31","A","0.138619"
"002658","雪迪龙","2021-12-31","B","0.134896"
"002658","雪迪龙","2022-12-31","A","0.089694"
"002658","雪迪龙","2022-12-31","B","0.165781"
"002660","茂硕电源","2014-12-31","A","0.035382"
"002660","茂硕电源","2014-12-31","B","0.156790"
"002660","茂硕电源","2015-12-31","A","0.467923"
"002660","茂硕电源","2015-12-31","B","-0.051197"
"002660","茂硕电源","2016-12-31","A","0.402059"
"002660","茂硕电源","2016-12-31","B","0.020701"
"002660","茂硕电源","2017-12-31","A","0.277749"
"002660","茂硕电源","2017-12-31","B","0.301713"
"002660","茂硕电源","2018-12-31","A","-0.190246"
"002660","茂硕电源","2018-12-31","B","-0.197850"
"002660","茂硕电源","2019-12-31","A","-0.067222"
"002660","茂硕电源","2019-12-31","B","-0.364717"
"002660","茂硕电源","2020-12-31","A","-0.010329"
"002660","茂硕电源","2020-12-31","B","-0.098160"
"002660","茂硕电源","2021-12-31","A","0.316549"
"002660","茂硕电源","2021-12-31","B","-0.015291"
"002660","茂硕电源","2022-12-31","A","-0.050848"
"002660","茂硕电源","2022-12-31","B","0.403867"
"002661","克明面业","2014-12-31","A","0.246846"
"002661","克明面业","2014-12-31","B","0.222861"
"002661","克明面业","2015-12-31","A","0.194110"
"002661","克明面业","2015-12-31","B","-0.203801"
"002661","克明面业","2016-12-31","A","0.186451"
"002661","克明面业","2016-12-31","B","-0.187430"
"002661","克明面业","2017-12-31","A","0.048930"
"002661","克明面业","2017-12-31","B","-0.095226"
"002661","克明面业","2018-12-31","A","0.258608"
"002661","克明面业","2018-12-31","B","0.054440"
"002661","克明面业","2019-12-31","A","0.062218"
"002661","克明面业","2019-12-31","B","-0.215012"
"002661","克明面业","2020-12-31","A","0.304478"
"002661","克明面业","2020-12-31","B","-0.090315"
"002661","克明食品","2021-12-31","A","0.093208"
"002661","克明食品","2021-12-31","B","0.231793"
"002661","克明食品","2022-12-31","A","0.160205"
"002661","克明食品","2022-12-31","B","0.166033"
"002661","克明食品","2023-12-31","A","0.032790"
"002661","克明食品","2023-12-31","B","-0.281106"
"002662","京威股份","2014-12-31","A","0.360256"
"002662","京威股份","2014-12-31","B","0.232884"
"002662","京威股份","2015-12-31","A","0.477465"
"002662","京威股份","2015-12-31","B","0.025013"
"002662","京威股份","2016-12-31","A","0.330887"
"002662","京威股份","2016-12-31","B","0.199524"
"002662","京威股份","2017-12-31","A","0.182014"
"002662","京威股份","2017-12-31","B","0.176148"
"002662","京威股份","2018-12-31","A","-0.048744"
"002662","京威股份","2018-12-31","B","-0.107322"
"002662","京威股份","2019-12-31","A","-0.329087"
"002662","京威股份","2019-12-31","B","-0.996299"
"002662","京威股份","2020-12-31","A","0.034098"
"002662","京威股份","2020-12-31","B","2.928117"
"002662","京威股份","2021-12-31","A","-0.065306"
"002662","京威股份","2021-12-31","B","0.320987"
"002662","京威股份","2022-12-31","A","0.019808"
"002662","京威股份","2022-12-31","B","-0.013464"
"002664","信质电机","2014-12-31","A","0.172249"
"002664","信质电机","2014-12-31","B","0.143492"
"002664","信质电机","2015-12-31","A","-0.029158"
"002664","信质电机","2015-12-31","B","-0.065177"
"002664","信质电机","2016-12-31","A","0.179833"
"002664","信质电机","2016-12-31","B","0.158850"
"002664","长鹰信质","2017-12-31","A","0.359137"
"002664","长鹰信质","2017-12-31","B","0.274805"
"002664","长鹰信质","2018-12-31","A","0.087699"
"002664","长鹰信质","2018-12-31","B","0.091086"
"002664","长鹰信质","2019-12-31","A","0.129684"
"002664","长鹰信质","2019-12-31","B","0.015937"
"002664","长鹰信质","2020-12-31","A","-0.031522"
"002664","长鹰信质","2020-12-31","B","0.009003"
"002664","长鹰信质","2021-12-31","A","0.165845"
"002664","长鹰信质","2021-12-31","B","0.330429"
"002664","信质集团","2022-12-31","A","0.107725"
"002664","信质集团","2022-12-31","B","0.102224"
"002665","首航节能","2014-12-31","A","0.143867"
"002665","首航节能","2014-12-31","B","0.149075"
"002665","首航节能","2015-12-31","A","0.015916"
"002665","首航节能","2015-12-31","B","0.005924"
"002665","首航节能","2016-12-31","A","-0.210635"
"002665","首航节能","2016-12-31","B","-0.146316"
"002665","首航节能","2017-12-31","A","0.488777"
"002665","首航节能","2017-12-31","B","0.347481"
"002665","首航节能","2018-12-31","A","-0.568428"
"002665","首航节能","2018-12-31","B","-0.201607"
"002665","首航节能","2019-12-31","A","0.293997"
"002665","首航节能","2019-12-31","B","-0.449437"
"002665","首航高科","2020-12-31","A","-0.407956"
"002665","首航高科","2020-12-31","B","-0.481890"
"002665","首航高科","2021-12-31","A","0.631070"
"002665","首航高科","2021-12-31","B","0.249652"
"002665","首航高科","2022-12-31","A","-0.092313"
"002665","首航高科","2022-12-31","B","-0.133149"
"002666","德联集团","2014-12-31","A","0.056573"
"002666","德联集团","2014-12-31","B","-0.007633"
"002666","德联集团","2015-12-31","A","0.149596"
"002666","德联集团","2015-12-31","B","0.398894"
"002666","德联集团","2016-12-31","A","0.197131"
"002666","德联集团","2016-12-31","B","0.171561"
"002666","德联集团","2017-12-31","A","0.326773"
"002666","德联集团","2017-12-31","B","0.174784"
"002666","德联集团","2018-12-31","A","0.185693"
"002666","德联集团","2018-12-31","B","-0.015931"
"002666","德联集团","2019-12-31","A","0.032628"
"002666","德联集团","2019-12-31","B","0.326291"
"002666","德联集团","2020-12-31","A","0.160183"
"002666","德联集团","2020-12-31","B","0.177141"
"002666","德联集团","2021-12-31","A","0.162303"
"002666","德联集团","2021-12-31","B","0.062762"
"002666","德联集团","2022-12-31","A","-0.059887"
"002666","德联集团","2022-12-31","B","0.217371"
"002667","鞍重股份","2014-12-31","A","-0.013123"
"002667","鞍重股份","2014-12-31","B","-0.024419"
"002667","鞍重股份","2015-12-31","A","-0.310655"
"002667","鞍重股份","2015-12-31","B","-0.336078"
"002667","鞍重股份","2016-12-31","A","-0.436832"
"002667","鞍重股份","2016-12-31","B","-0.423324"
"002667","鞍重股份","2017-12-31","A","0.983288"
"002667","鞍重股份","2017-12-31","B","0.965900"
"002667","鞍重股份","2018-12-31","A","0.025119"
"002667","鞍重股份","2018-12-31","B","0.012903"
"002667","鞍重股份","2019-12-31","A","0.200820"
"002667","鞍重股份","2019-12-31","B","0.258953"
"002667","鞍重股份","2020-12-31","A","0.306107"
"002667","鞍重股份","2020-12-31","B","0.278724"
"002667","鞍重股份","2021-12-31","A","-0.210875"
"002667","鞍重股份","2021-12-31","B","-0.495693"
"002667","鞍重股份","2022-12-31","A","4.179549"
"002667","鞍重股份","2022-12-31","B","-0.391851"
"002668","奥马电器","2014-12-31","A","0.047876"
"002668","奥马电器","2014-12-31","B","0.047777"
"002668","奥马电器","2015-12-31","A","0.054117"
"002668","奥马电器","2015-12-31","B","0.054060"
"002668","奥马电器","2016-12-31","A","0.072088"
"002668","奥马电器","2016-12-31","B","-0.781993"
"002668","奥马电器","2017-12-31","A","0.381428"
"002668","奥马电器","2017-12-31","B",""
"002668","奥马电器","2018-12-31","A","0.120403"
"002668","奥马电器","2018-12-31","B",""
"002668","奥马电器","2019-12-31","A","-0.052593"
"002668","奥马电器","2019-12-31","B",""
"002668","奥马电器","2020-12-31","A","0.128864"
"002668","奥马电器","2020-12-31","B",""
"002668","ST 奥马","2021-12-31","A","0.212935"
"002668","ST 奥马","2021-12-31","B",""
"002668","奥马电器","2022-12-31","A","-0.225187"
"002668","奥马电器","2022-12-31","B",""
"002669","康达新材","2014-12-31","A","0.641737"
"002669","康达新材","2014-12-31","B","0.655324"
"002669","康达新材","2015-12-31","A","0.378973"
"002669","康达新材","2015-12-31","B","0.313855"
"002669","康达新材","2016-12-31","A","-0.182856"
"002669","康达新材","2016-12-31","B","-0.288665"
"002669","康达新材","2017-12-31","A","-0.074211"
"002669","康达新材","2017-12-31","B","-0.004164"
"002669","康达新材","2018-12-31","A","0.687981"
"002669","康达新材","2018-12-31","B","0.531898"
"002669","康达新材","2019-12-31","A","0.148384"
"002669","康达新材","2019-12-31","B","0.151539"
"002669","康达新材","2020-12-31","A","0.812383"
"002669","康达新材","2020-12-31","B","0.964698"
"002669","康达新材","2021-12-31","A","0.175701"
"002669","康达新材","2021-12-31","B","-0.090123"
"002669","康达新材","2022-12-31","A","0.085731"
"002669","康达新材","2022-12-31","B","0.084149"
"002671","龙泉股份","2014-12-31","A","0.379478"
"002671","龙泉股份","2014-12-31","B","0.347966"
"002671","龙泉股份","2015-12-31","A","-0.620142"
"002671","龙泉股份","2015-12-31","B","-0.570087"
"002671","龙泉股份","2016-12-31","A","0.609810"
"002671","龙泉股份","2016-12-31","B","0.496006"
"002671","龙泉股份","2017-12-31","A","0.233928"
"002671","龙泉股份","2017-12-31","B","-0.291515"
"002671","龙泉股份","2018-12-31","A","0.036020"
"002671","龙泉股份","2018-12-31","B","-0.240086"
"002671","龙泉股份","2019-12-31","A","0.104754"
"002671","龙泉股份","2019-12-31","B","0.623794"
"002671","龙泉股份","2020-12-31","A","-0.251594"
"002671","龙泉股份","2020-12-31","B","-0.207277"
"002671","龙泉股份","2021-12-31","A","0.644267"
"002671","龙泉股份","2021-12-31","B","0.242589"
"002671","龙泉股份","2022-12-31","A","-0.275732"
"002671","龙泉股份","2022-12-31","B","-0.402294"
"002672","东江环保","2014-12-31","A","0.293489"
"002672","东江环保","2014-12-31","B","0.247287"
"002672","东江环保","2015-12-31","A","0.173613"
"002672","东江环保","2015-12-31","B","-0.060197"
"002672","东江环保","2016-12-31","A","0.089093"
"002672","东江环保","2016-12-31","B","-0.157635"
"002672","东江环保","2017-12-31","A","0.184397"
"002672","东江环保","2017-12-31","B","-0.134684"
"002672","东江环保","2018-12-31","A","0.059498"
"002672","东江环保","2018-12-31","B","0.020312"
"002672","东江环保","2019-12-31","A","0.053138"
"002672","东江环保","2019-12-31","B","-0.226387"
"002672","东江环保","2020-12-31","A","-0.041511"
"002672","东江环保","2020-12-31","B","-0.149701"
"002672","东江环保","2021-12-31","A","0.211223"
"002672","东江环保","2021-12-31","B","-0.087034"
"002672","东江环保","2022-12-31","A","-0.034059"
"002672","东江环保","2022-12-31","B","-0.030156"
"002674","兴业科技","2014-12-31","A","0.254728"
"002674","兴业科技","2014-12-31","B","0.159670"
"002674","兴业科技","2015-12-31","A","0.055617"
"002674","兴业科技","2015-12-31","B","0.045977"
"002674","兴业科技","2016-12-31","A","0.088081"
"002674","兴业科技","2016-12-31","B","0.079563"
"002674","兴业科技","2017-12-31","A","-0.176593"
"002674","兴业科技","2017-12-31","B","-0.191105"
"002674","兴业科技","2018-12-31","A","-0.144811"
"002674","兴业科技","2018-12-31","B","-0.180912"
"002674","兴业科技","2019-12-31","A","-0.121594"
"002674","兴业科技","2019-12-31","B","-0.170351"
"002674","兴业科技","2020-12-31","A","-0.079806"
"002674","兴业科技","2020-12-31","B","-0.051775"
"002674","兴业科技","2021-12-31","A","0.182073"
"002674","兴业科技","2021-12-31","B","0.218625"
"002674","兴业科技","2022-12-31","A","0.151398"
"002674","兴业科技","2022-12-31","B","-0.070056"
