"Stkcd","ShortName","Accper","Typrep","F050501B"
"000404","华意压缩","2017-12-31","A","0.053524"
"000404","华意压缩","2017-12-31","B","0.048885"
"000404","长虹华意","2018-12-31","A","0.038862"
"000404","长虹华意","2018-12-31","B","0.029638"
"000404","长虹华意","2019-12-31","A","0.023469"
"000404","长虹华意","2019-12-31","B","0.011479"
"000404","长虹华意","2020-12-31","A","0.041144"
"000404","长虹华意","2020-12-31","B","0.005994"
"000404","长虹华意","2021-12-31","A","0.062718"
"000404","长虹华意","2021-12-31","B","0.026593"
"000404","长虹华意","2022-12-31","A","0.085463"
"000404","长虹华意","2022-12-31","B","0.040427"
"000404","长虹华意","2023-12-31","A","0.102298"
"000404","长虹华意","2023-12-31","B","0.081060"
