"Symbol","ShortName","EndDate","EquityNature"
"000982","中银绒业","2021-12-31","民营"
"000982","中银绒业","2022-12-31","民营"
"000985","大庆华科","2014-12-31","国企"
"000985","大庆华科","2015-12-31","国企"
"000985","大庆华科","2016-12-31","国企"
"000985","大庆华科","2017-12-31","国企"
"000985","大庆华科","2018-12-31","国企"
"000985","大庆华科","2019-12-31","国企"
"000985","大庆华科","2020-12-31","国企"
"000985","大庆华科","2021-12-31","国企"
"000985","大庆华科","2022-12-31","国企"
"000988","华工科技","2014-12-31","国企"
"000988","华工科技","2015-12-31","国企"
"000988","华工科技","2016-12-31","国企"
"000988","华工科技","2017-12-31","国企"
"000988","华工科技","2018-12-31","国企"
"000988","华工科技","2019-12-31","国企"
"000988","华工科技","2020-12-31","国企"
"000988","华工科技","2021-12-31","国企"
"000988","华工科技","2022-12-31","国企"
"000989","九芝堂","2014-12-31","民营"
"000989","九芝堂","2015-12-31","民营"
"000989","九芝堂","2016-12-31","民营"
"000989","九芝堂","2017-12-31","民营"
"000989","九芝堂","2018-12-31","民营"
"000989","九芝堂","2019-12-31","民营"
"000989","九芝堂","2020-12-31","民营"
"000989","九芝堂","2021-12-31","民营"
"000989","九芝堂","2022-12-31","民营"
"000990","诚志股份","2014-12-31","国企"
"000990","诚志股份","2015-12-31","国企"
"000990","诚志股份","2016-12-31","国企"
"000990","诚志股份","2017-12-31","国企"
"000990","诚志股份","2018-12-31","国企"
"000990","诚志股份","2019-12-31","国企"
"000990","诚志股份","2020-12-31","国企"
"000990","诚志股份","2021-12-31","国企"
"000990","诚志股份","2022-12-31","国企"
"000990","诚志股份","2023-12-31","国企"
"000995","皇台酒业","2014-12-31","民营"
"000995","*ST 皇台","2015-12-31","民营"
"000995","*ST 皇台","2016-12-31","民营"
"000995","皇台酒业","2017-12-31","民营"
"000995","*ST 皇台","2018-12-31","民营"
"000995","*ST 皇台","2019-12-31","民营"
"000995","皇台酒业","2020-12-31","民营"
"000995","皇台酒业","2021-12-31","民营"
"000995","*ST 皇台","2022-12-31","民营"
"000999","华润三九","2014-12-31","国企"
"000999","华润三九","2015-12-31","国企"
"000999","华润三九","2016-12-31","国企"
"000999","华润三九","2017-12-31","国企"
"000999","华润三九","2018-12-31","国企"
"000999","华润三九","2019-12-31","国企"
"000999","华润三九","2020-12-31","国企"
"000999","华润三九","2021-12-31","国企"
"000999","华润三九","2022-12-31","国企"
"001206","依依股份","2021-12-31","民营"
"001206","依依股份","2022-12-31","民营"
"001207","联科科技","2021-12-31","民营"
"001207","联科科技","2022-12-31","民营"
"001207","联科科技","2023-12-31","民营"
"001208","华菱线缆","2021-12-31","国企"
"001208","华菱线缆","2022-12-31","国企"
"001209","洪兴股份","2021-12-31","民营"
"001209","洪兴股份","2022-12-31","民营"
"001211","双枪科技","2021-12-31","民营"
"001211","双枪科技","2022-12-31","民营"
"001212","中旗新材","2021-12-31","民营"
"001212","中旗新材","2022-12-31","民营"
"001215","千味央厨","2021-12-31","民营"
"001215","千味央厨","2022-12-31","民营"
"001216","华瓷股份","2021-12-31","民营"
"001216","华瓷股份","2022-12-31","民营"
"001217","华尔泰","2021-12-31","民营"
"001217","华尔泰","2022-12-31","民营"
"001218","丽臣实业","2021-12-31","民营"
"001218","丽臣实业","2022-12-31","民营"
"001219","青岛食品","2021-12-31","国企"
"001219","青岛食品","2022-12-31","国企"
"001222","源飞宠物","2022-12-31","民营"
"001223","欧克科技","2022-12-31","民营"
"001225","和泰机电","2022-12-31","民营"
"001225","和泰机电","2023-12-31","民营"
"001226","拓山重工","2022-12-31","民营"
"001229","魅视科技","2022-12-31","民营"
"001231","农心科技","2022-12-31","民营"
"001234","泰慕士","2021-12-31","民营"
"001234","泰慕士","2022-12-31","民营"
"001238","浙江正特","2022-12-31","民营"
"001255","博菲电气","2022-12-31","民营"
"001256","炜冈科技","2022-12-31","民营"
"001259","利仁科技","2022-12-31","民营"
"001260","坤泰股份","2022-12-31","民营"
"001266","宏英智能","2022-12-31","民营"
"001268","联合精密","2022-12-31","民营"
"001269","欧晶科技","2022-12-31","民营"
"001270","铖昌科技","2022-12-31","民营"
"001278","一彬科技","2022-12-31","民营"
"001283","豪鹏科技","2022-12-31","民营"
"001288","运机集团","2021-12-31","民营"
"001288","运机集团","2022-12-31","民营"
"001296","长江材料","2021-12-31","民营"
"001296","长江材料","2022-12-31","民营"
"001300","三柏硕","2022-12-31","民营"
"001301","尚太科技","2022-12-31","民营"
"001308","康冠科技","2022-12-31","民营"
"001309","德明利","2022-12-31","民营"
"001309","德明利","2023-12-31","民营"
"001311","多利科技","2022-12-31","民营"
"001313","粤海饲料","2021-12-31","民营,外资"
"001313","粤海饲料","2022-12-31","民营,外资"
"001314","亿道信息","2022-12-31","民营"
"001318","阳光乳业","2022-12-31","民营"
"001319","铭科精技","2022-12-31","外资"
"001322","箭牌家居","2022-12-31","民营"
"001323","慕思股份","2022-12-31","民营"
"001332","锡装股份","2022-12-31","民营"
"001333","光华股份","2022-12-31","民营"
"001336","楚环科技","2022-12-31","外资"
"001338","永顺泰","2022-12-31","国企"
"001339","智微智能","2022-12-31","民营"
"001366","播恩集团","2022-12-31","民营"
"001368","通达创智","2022-12-31","外资"
"001696","宗申动力","2014-12-31","民营"
"001696","宗申动力","2015-12-31","民营"
"001696","宗申动力","2016-12-31","民营"
"001696","宗申动力","2017-12-31","民营"
"001696","宗申动力","2018-12-31","民营"
"001696","宗申动力","2019-12-31","民营"
"001696","宗申动力","2020-12-31","民营"
"001696","宗申动力","2021-12-31","民营"
"001696","宗申动力","2022-12-31","民营"
"002001","新和成","2014-12-31","民营"
"002001","新和成","2015-12-31","民营"
"002001","新和成","2016-12-31","民营"
"002001","新和成","2017-12-31","民营"
"002001","新和成","2018-12-31","民营"
"002001","新和成","2019-12-31","民营"
"002001","新和成","2020-12-31","民营"
"002001","新和成","2021-12-31","民营"
"002001","新和成","2022-12-31","民营"
"002003","伟星股份","2014-12-31","民营"
"002003","伟星股份","2015-12-31","民营"
"002003","伟星股份","2016-12-31","民营"
"002003","伟星股份","2017-12-31","民营"
"002003","伟星股份","2018-12-31","民营"
"002003","伟星股份","2019-12-31","民营"
"002003","伟星股份","2020-12-31","民营"
"002003","伟星股份","2021-12-31","民营"
"002003","伟星股份","2022-12-31","民营"
"002004","华邦颖泰","2014-12-31","民营"
"002004","华邦健康","2015-12-31","民营"
"002004","华邦健康","2016-12-31","民营"
"002004","华邦健康","2017-12-31","民营"
"002004","华邦健康","2018-12-31","民营"
"002004","华邦健康","2019-12-31","民营"
"002004","华邦健康","2020-12-31","民营"
"002004","华邦健康","2021-12-31","民营"
"002004","华邦健康","2022-12-31","民营"
"002006","*ST 精功","2014-12-31","民营"
"002006","精功科技","2015-12-31","民营"
"002006","精功科技","2016-12-31","民营"
"002006","精功科技","2017-12-31","民营"
"002006","精功科技","2018-12-31","民营"
"002006","精功科技","2019-12-31","民营"
"002006","精功科技","2020-12-31","民营"
"002006","精功科技","2021-12-31","民营"
"002006","精功科技","2022-12-31","民营"
"002007","华兰生物","2014-12-31","民营"
"002007","华兰生物","2015-12-31","民营"
"002007","华兰生物","2016-12-31","民营"
"002007","华兰生物","2017-12-31","民营"
"002007","华兰生物","2018-12-31","民营"
"002007","华兰生物","2019-12-31","民营"
"002007","华兰生物","2020-12-31","民营"
"002007","华兰生物","2021-12-31","民营"
"002007","华兰生物","2022-12-31","民营"
"002008","大族激光","2014-12-31","民营"
"002008","大族激光","2015-12-31","民营"
"002008","大族激光","2016-12-31","民营"
"002008","大族激光","2017-12-31","民营"
"002008","大族激光","2018-12-31","民营"
"002008","大族激光","2019-12-31","外资"
"002008","大族激光","2020-12-31","外资"
"002008","大族激光","2021-12-31","外资"
"002008","大族激光","2022-12-31","外资"
"002009","天奇股份","2014-12-31","民营"
"002009","天奇股份","2015-12-31","民营"
"002009","天奇股份","2016-12-31","民营"
"002009","天奇股份","2017-12-31","民营"
"002009","天奇股份","2018-12-31","民营"
"002009","天奇股份","2019-12-31","民营"
"002009","天奇股份","2020-12-31","民营"
"002009","天奇股份","2021-12-31","民营"
"002009","天奇股份","2022-12-31","民营"
"002011","盾安环境","2014-12-31","民营"
"002011","盾安环境","2015-12-31","民营"
"002011","盾安环境","2016-12-31","民营"
"002011","盾安环境","2017-12-31","民营"
"002011","盾安环境","2018-12-31","民营"
"002011","盾安环境","2019-12-31","民营"
"002011","盾安环境","2020-12-31","民营"
"002011","盾安环境","2021-12-31","民营"
"002011","盾安环境","2022-12-31",""
"002012","凯恩股份","2014-12-31","民营"
"002012","凯恩股份","2015-12-31","民营"
"002012","凯恩股份","2016-12-31","其他"
"002012","凯恩股份","2017-12-31","其他"
"002012","凯恩股份","2018-12-31","其他"
"002012","凯恩股份","2019-12-31","民营"
"002012","凯恩股份","2020-12-31","民营"
"002012","凯恩股份","2021-12-31","民营"
"002012","凯恩股份","2022-12-31","民营"
"002013","中航机电","2014-12-31","国企"
"002013","中航机电","2015-12-31","国企"
"002013","中航机电","2016-12-31","国企"
"002013","中航机电","2017-12-31","国企"
"002013","中航机电","2018-12-31","国企"
"002013","中航机电","2019-12-31","国企"
"002013","中航机电","2020-12-31","国企"
"002013","中航机电","2021-12-31","国企"
"002014","永新股份","2014-12-31","其他"
"002014","永新股份","2015-12-31","其他"
"002014","永新股份","2016-12-31","其他"
"002014","永新股份","2017-12-31","其他"
"002014","永新股份","2018-12-31","其他"
"002014","永新股份","2019-12-31","其他"
"002014","永新股份","2020-12-31","其他"
"002014","永新股份","2021-12-31","其他"
"002014","永新股份","2022-12-31","其他"
"002014","永新股份","2023-12-31","其他"
"002017","东信和平","2014-12-31","国企"
"002017","东信和平","2015-12-31","国企"
"002017","东信和平","2016-12-31","国企"
"002017","东信和平","2017-12-31","国企"
"002017","东信和平","2018-12-31","国企"
"002017","东信和平","2019-12-31","国企"
"002017","东信和平","2020-12-31","国企"
"002017","东信和平","2021-12-31","国企"
"002017","东信和平","2022-12-31","国企"
"002019","亿帆鑫富","2014-12-31","民营"
"002019","亿帆鑫富","2015-12-31","民营"
"002019","亿帆医药","2016-12-31","民营"
"002019","亿帆医药","2017-12-31","民营"
"002019","亿帆医药","2018-12-31","民营"
"002019","亿帆医药","2019-12-31","民营"
"002019","亿帆医药","2020-12-31","民营"
"002019","亿帆医药","2021-12-31","民营"
"002019","亿帆医药","2022-12-31","民营"
"002020","京新药业","2014-12-31","民营"
"002020","京新药业","2015-12-31","民营"
"002020","京新药业","2016-12-31","民营"
"002020","京新药业","2017-12-31","民营"
"002020","京新药业","2018-12-31","民营"
"002020","京新药业","2019-12-31","民营"
"002020","京新药业","2020-12-31","民营"
"002020","京新药业","2021-12-31","民营"
"002020","京新药业","2022-12-31","民营"
"002022","科华生物","2014-12-31",""
"002022","科华生物","2015-12-31",""
"002022","科华生物","2016-12-31",""
"002022","科华生物","2017-12-31",""
"002022","科华生物","2018-12-31",""
"002022","科华生物","2019-12-31",""
"002022","科华生物","2020-12-31",""
"002022","科华生物","2021-12-31",""
"002022","*ST 科华","2022-12-31",""
"002023","海特高新","2014-12-31","民营"
"002023","海特高新","2015-12-31","民营"
"002023","海特高新","2016-12-31","民营"
"002023","海特高新","2017-12-31","民营"
"002023","海特高新","2018-12-31","民营"
"002023","海特高新","2019-12-31","民营,外资"
"002023","海特高新","2020-12-31","民营,外资"
"002023","海特高新","2021-12-31","民营,外资"
"002023","海特高新","2022-12-31","民营,外资"
"002025","航天电器","2014-12-31","国企"
"002025","航天电器","2015-12-31","国企"
"002025","航天电器","2016-12-31","国企"
"002025","航天电器","2017-12-31","国企"
"002025","航天电器","2018-12-31","国企"
"002025","航天电器","2019-12-31","国企"
"002025","航天电器","2020-12-31","国企"
"002025","航天电器","2021-12-31","国企"
"002025","航天电器","2022-12-31","国企"
"002026","山东威达","2014-12-31","民营"
"002026","山东威达","2015-12-31","民营"
"002026","山东威达","2016-12-31","民营"
"002026","山东威达","2017-12-31","民营"
"002026","山东威达","2018-12-31","民营"
"002026","山东威达","2019-12-31","民营"
"002026","山东威达","2020-12-31","民营"
"002026","山东威达","2021-12-31","民营"
"002026","山东威达","2022-12-31","民营"
"002028","思源电气","2014-12-31","民营"
"002028","思源电气","2015-12-31","民营"
"002028","思源电气","2016-12-31","民营"
"002028","思源电气","2017-12-31","民营"
"002028","思源电气","2018-12-31","民营"
"002028","思源电气","2019-12-31","民营"
"002028","思源电气","2020-12-31","民营"
"002028","思源电气","2021-12-31","民营"
"002028","思源电气","2022-12-31","民营"
"002029","七匹狼","2014-12-31","民营"
"002029","七匹狼","2015-12-31","民营"
"002029","七匹狼","2016-12-31","民营"
"002029","七匹狼","2017-12-31","民营"
"002029","七匹狼","2018-12-31","民营"
"002029","七匹狼","2019-12-31","民营"
"002029","七匹狼","2020-12-31","民营"
"002029","七匹狼","2021-12-31","民营"
"002029","七匹狼","2022-12-31","民营"
"002030","达安基因","2014-12-31","国企"
"002030","达安基因","2015-12-31","国企"
"002030","达安基因","2016-12-31","国企"
"002030","达安基因","2017-12-31","国企"
"002030","达安基因","2018-12-31","国企"
"002030","达安基因","2019-12-31","国企"
"002030","达安基因","2020-12-31","国企"
"002030","达安基因","2021-12-31","国企"
"002030","达安基因","2022-12-31","国企"
"002031","巨轮股份","2014-12-31","民营"
"002031","巨轮智能","2015-12-31","民营"
"002031","巨轮智能","2016-12-31","民营"
"002031","巨轮智能","2017-12-31","民营"
"002031","巨轮智能","2018-12-31","民营"
"002031","巨轮智能","2019-12-31","民营"
"002031","巨轮智能","2020-12-31","民营"
"002031","巨轮智能","2021-12-31","民营"
"002031","巨轮智能","2022-12-31","民营"
"002032","苏泊尔","2014-12-31","外资"
"002032","苏泊尔","2015-12-31","外资"
"002032","苏泊尔","2016-12-31","外资"
"002032","苏泊尔","2017-12-31","外资"
"002032","苏泊尔","2018-12-31","外资"
"002032","苏泊尔","2019-12-31","外资"
"002032","苏泊尔","2020-12-31","外资"
"002032","苏泊尔","2021-12-31","外资"
"002032","苏泊尔","2022-12-31","外资"
"002035","华帝股份","2014-12-31","民营"
"002035","华帝股份","2015-12-31","民营"
"002035","华帝股份","2016-12-31","民营"
"002035","华帝股份","2017-12-31","民营"
"002035","华帝股份","2018-12-31","民营"
"002035","华帝股份","2019-12-31","民营"
"002035","华帝股份","2020-12-31","民营"
"002035","华帝股份","2021-12-31","民营"
"002035","华帝股份","2022-12-31","民营"
"002036","宜科科技","2014-12-31","民营"
"002036","汉麻产业","2015-12-31","民营,外资"
"002036","联创电子","2016-12-31","民营,外资"
"002036","联创电子","2017-12-31","民营,外资"
"002036","联创电子","2018-12-31","民营,外资"
"002036","联创电子","2019-12-31","民营,外资"
"002036","联创电子","2020-12-31","民营,外资"
"002036","联创电子","2021-12-31","民营"
"002036","联创电子","2022-12-31","民营"
"002037","久联发展","2014-12-31","国企"
"002037","久联发展","2015-12-31","国企"
"002037","久联发展","2016-12-31","国企"
"002037","久联发展","2017-12-31","国企"
"002037","久联发展","2018-12-31","国企"
"002037","久联发展","2019-12-31","国企"
"002037","保利联合","2020-12-31","国企"
"002037","保利联合","2021-12-31","国企"
"002037","保利联合","2022-12-31","国企"
"002038","双鹭药业","2014-12-31","民营"
"002038","双鹭药业","2015-12-31","民营"
"002038","双鹭药业","2016-12-31","民营"
"002038","双鹭药业","2017-12-31","民营"
"002038","双鹭药业","2018-12-31","民营"
"002038","双鹭药业","2019-12-31","国企,民营"
"002038","双鹭药业","2020-12-31","民营"
"002038","双鹭药业","2021-12-31","国企"
"002038","双鹭药业","2022-12-31","民营"
"002042","华孚色纺","2014-12-31","民营"
"002042","华孚色纺","2015-12-31","民营"
"002042","华孚色纺","2016-12-31","民营"
"002042","华孚时尚","2017-12-31","民营"
"002042","华孚时尚","2018-12-31","民营"
"002042","华孚时尚","2019-12-31","民营"
"002042","华孚时尚","2020-12-31","民营"
"002042","华孚时尚","2021-12-31","民营"
"002042","华孚时尚","2022-12-31","民营"
"002043","兔宝宝","2014-12-31","民营"
"002043","兔宝宝","2015-12-31","民营"
"002043","兔宝宝","2016-12-31","民营"
"002043","兔宝宝","2017-12-31","民营"
"002043","兔宝宝","2018-12-31","民营"
"002043","兔宝宝","2019-12-31","民营"
"002043","兔宝宝","2020-12-31","民营"
"002043","兔宝宝","2021-12-31","民营"
"002043","兔宝宝","2022-12-31","民营"
"002045","国光电器","2014-12-31","民营"
"002045","国光电器","2015-12-31","民营"
"002045","国光电器","2016-12-31","民营"
"002045","国光电器","2017-12-31","民营"
"002045","国光电器","2018-12-31","民营"
"002045","国光电器","2019-12-31","民营"
"002045","国光电器","2020-12-31","其他"
"002045","国光电器","2021-12-31","其他"
"002045","国光电器","2022-12-31","其他"
"002046","轴研科技","2014-12-31","国企"
"002046","轴研科技","2015-12-31","国企"
"002046","轴研科技","2016-12-31","国企"
"002046","轴研科技","2017-12-31","国企"
"002046","轴研科技","2018-12-31","国企"
"002046","轴研科技","2019-12-31","国企"
"002046","国机精工","2020-12-31","国企"
"002046","国机精工","2021-12-31","国企"
"002046","国机精工","2022-12-31","国企"
"002048","宁波华翔","2014-12-31","民营"
"002048","宁波华翔","2015-12-31","民营"
"002048","宁波华翔","2016-12-31","民营"
"002048","宁波华翔","2017-12-31","民营"
"002048","宁波华翔","2018-12-31","民营"
"002048","宁波华翔","2019-12-31","民营"
"002048","宁波华翔","2020-12-31","民营"
"002048","宁波华翔","2021-12-31","民营"
"002048","宁波华翔","2022-12-31","民营"
"002049","同方国芯","2014-12-31","国企"
"002049","同方国芯","2015-12-31","国企"
"002049","紫光国芯","2016-12-31","国企"
"002049","紫光国芯","2017-12-31","国企"
"002049","紫光国微","2018-12-31","国企"
"002049","紫光国微","2019-12-31","国企"
"002049","紫光国微","2020-12-31","国企"
"002049","紫光国微","2021-12-31","国企"
"002049","紫光国微","2022-12-31","其他"
"002050","三花股份","2014-12-31","民营"
"002050","三花股份","2015-12-31","民营"
"002050","三花智控","2016-12-31","民营"
"002050","三花智控","2017-12-31","民营"
"002050","三花智控","2018-12-31","民营"
"002050","三花智控","2019-12-31","民营"
"002050","三花智控","2020-12-31","民营"
"002050","三花智控","2021-12-31","民营"
"002050","三花智控","2022-12-31","民营"
"002053","云南盐化","2014-12-31","国企"
"002053","云南盐化","2015-12-31","国企"
"002053","云南能投","2016-12-31","国企"
"002053","云南能投","2017-12-31","国企"
"002053","云南能投","2018-12-31","国企"
"002053","云南能投","2019-12-31","国企"
"002053","云南能投","2020-12-31","国企"
"002053","云南能投","2021-12-31","国企"
"002053","云南能投","2022-12-31","国企"
"002054","德美化工","2014-12-31","民营"
"002054","德美化工","2015-12-31","民营"
"002054","德美化工","2016-12-31","民营"
"002054","德美化工","2017-12-31","民营"
"002054","德美化工","2018-12-31","民营"
"002054","德美化工","2019-12-31","民营"
"002054","德美化工","2020-12-31","民营"
"002054","德美化工","2021-12-31","民营"
"002054","德美化工","2022-12-31","民营"
"002055","得润电子","2014-12-31","民营"
"002055","得润电子","2015-12-31","民营"
"002055","得润电子","2016-12-31","民营"
"002055","得润电子","2017-12-31","民营"
"002055","得润电子","2018-12-31","民营"
"002055","得润电子","2019-12-31","民营"
"002055","得润电子","2020-12-31","民营"
"002055","得润电子","2021-12-31","民营"
"002055","得润电子","2022-12-31","民营"
"002056","横店东磁","2014-12-31","其他"
"002056","横店东磁","2015-12-31","其他"
"002056","横店东磁","2016-12-31","其他"
"002056","横店东磁","2017-12-31","其他"
"002056","横店东磁","2018-12-31","其他"
"002056","横店东磁","2019-12-31","其他"
"002056","横店东磁","2020-12-31","其他"
"002056","横店东磁","2021-12-31","其他"
"002056","横店东磁","2022-12-31","其他"
"002056","横店东磁","2023-12-31","其他"
"002057","中钢天源","2014-12-31","国企"
"002057","中钢天源","2015-12-31","国企"
"002057","中钢天源","2016-12-31","国企"
"002057","中钢天源","2017-12-31","国企"
"002057","中钢天源","2018-12-31","国企"
"002057","中钢天源","2019-12-31","国企"
"002057","中钢天源","2020-12-31","国企"
"002057","中钢天源","2021-12-31","国企"
"002057","中钢天源","2022-12-31","国企"
"002058","威尔泰","2014-12-31","民营"
"002058","威尔泰","2015-12-31","民营"
"002058","威尔泰","2016-12-31","民营"
"002058","威尔泰","2017-12-31","民营"
"002058","威尔泰","2018-12-31","民营"
"002058","威尔泰","2019-12-31","民营"
"002058","威尔泰","2020-12-31","民营"
"002058","*ST 威尔","2021-12-31","民营"
"002058","威尔泰","2022-12-31","民营"
"002064","华峰氨纶","2014-12-31","民营"
"002064","华峰氨纶","2015-12-31","民营"
"002064","华峰氨纶","2016-12-31","民营"
"002064","华峰氨纶","2017-12-31","民营"
"002064","华峰氨纶","2018-12-31","民营"
"002064","华峰氨纶","2019-12-31","民营"
"002064","华峰氨纶","2020-12-31","民营"
"002064","华峰化学","2021-12-31","民营"
"002064","华峰化学","2022-12-31","民营"
"002066","瑞泰科技","2014-12-31","国企"
"002066","瑞泰科技","2015-12-31","国企"
"002066","瑞泰科技","2016-12-31","国企"
"002066","瑞泰科技","2017-12-31","国企"
"002066","瑞泰科技","2018-12-31","国企"
"002066","瑞泰科技","2019-12-31","国企"
"002066","瑞泰科技","2020-12-31","国企"
"002066","瑞泰科技","2021-12-31","国企"
"002066","瑞泰科技","2022-12-31","国企"
"002066","瑞泰科技","2023-12-31","国企"
"002067","景兴纸业","2014-12-31","民营"
"002067","景兴纸业","2015-12-31","民营"
"002067","景兴纸业","2016-12-31","民营"
"002067","景兴纸业","2017-12-31","民营"
"002067","景兴纸业","2018-12-31","民营"
"002067","景兴纸业","2019-12-31","民营"
"002067","景兴纸业","2020-12-31","民营"
"002067","景兴纸业","2021-12-31","民营"
"002067","景兴纸业","2022-12-31","民营"
"002068","黑猫股份","2014-12-31","国企"
"002068","黑猫股份","2015-12-31","国企"
"002068","黑猫股份","2016-12-31","国企"
"002068","黑猫股份","2017-12-31","国企"
"002068","黑猫股份","2018-12-31","国企"
"002068","黑猫股份","2019-12-31","国企"
"002068","黑猫股份","2020-12-31","国企"
"002068","黑猫股份","2021-12-31","国企"
"002068","黑猫股份","2022-12-31","国企"
"002070","众和股份","2014-12-31","民营"
"002070","众和股份","2015-12-31","民营"
"002070","众和股份","2016-12-31","民营"
"002070","*ST 众和","2017-12-31","民营"
"002070","*ST 众和","2018-12-31","民营"
"002073","软控股份","2014-12-31","民营"
"002073","软控股份","2015-12-31","民营"
"002073","软控股份","2016-12-31","民营"
"002073","软控股份","2017-12-31","民营"
"002073","软控股份","2018-12-31","民营"
"002073","软控股份","2019-12-31","民营"
"002073","软控股份","2020-12-31","民营"
"002073","软控股份","2021-12-31","民营"
"002073","软控股份","2022-12-31","民营"
"002074","东源电器","2014-12-31","民营"
"002074","国轩高科","2015-12-31","民营"
"002074","国轩高科","2016-12-31","民营"
"002074","国轩高科","2017-12-31","民营"
"002074","国轩高科","2018-12-31","民营"
"002074","国轩高科","2019-12-31","民营"
"002074","国轩高科","2020-12-31","民营"
"002074","国轩高科","2021-12-31","民营"
"002074","国轩高科","2022-12-31","民营"
"002075","沙钢股份","2014-12-31","民营"
"002075","沙钢股份","2015-12-31","民营"
"002075","沙钢股份","2016-12-31","民营"
"002075","沙钢股份","2017-12-31","民营"
"002075","沙钢股份","2018-12-31","民营"
"002075","沙钢股份","2019-12-31","民营"
"002075","沙钢股份","2020-12-31","民营"
"002075","沙钢股份","2021-12-31","民营"
"002075","沙钢股份","2022-12-31","民营"
"002076","雪莱特","2014-12-31","民营"
"002076","雪莱特","2015-12-31","民营"
"002076","雪莱特","2016-12-31","民营"
"002076","雪莱特","2017-12-31","民营"
"002076","雪莱特","2018-12-31","民营"
"002076","雪莱特","2019-12-31","民营"
"002076","*ST 雪莱","2020-12-31","民营"
"002076","ST 雪莱","2021-12-31","民营"
"002076","*ST 雪莱","2022-12-31","民营"
"002077","大港股份","2014-12-31","国企"
"002077","大港股份","2015-12-31","国企"
"002077","大港股份","2016-12-31","国企"
"002077","大港股份","2017-12-31","国企"
"002077","大港股份","2018-12-31","国企"
"002077","大港股份","2019-12-31","国企"
"002077","*ST 大港","2020-12-31","国企"
"002077","大港股份","2021-12-31","国企"
"002077","大港股份","2022-12-31","国企"
"002078","太阳纸业","2014-12-31","民营"
"002078","太阳纸业","2015-12-31","民营"
"002078","太阳纸业","2016-12-31","民营"
"002078","太阳纸业","2017-12-31","民营"
"002078","太阳纸业","2018-12-31","民营"
"002078","太阳纸业","2019-12-31","民营"
"002078","太阳纸业","2020-12-31","民营"
"002078","太阳纸业","2021-12-31","民营"
"002078","太阳纸业","2022-12-31","民营"
"002079","苏州固锝","2014-12-31","民营"
"002079","苏州固锝","2015-12-31","民营"
"002079","苏州固锝","2016-12-31","民营"
"002079","苏州固锝","2017-12-31","民营"
"002079","苏州固锝","2018-12-31","民营"
"002079","苏州固锝","2019-12-31","民营"
"002079","苏州固锝","2020-12-31","民营"
"002079","苏州固锝","2021-12-31","民营"
"002079","苏州固锝","2022-12-31","民营"
"002080","中材科技","2014-12-31","国企"
"002080","中材科技","2015-12-31","国企"
"002080","中材科技","2016-12-31","国企"
"002080","中材科技","2017-12-31","国企"
"002080","中材科技","2018-12-31","国企"
"002080","中材科技","2019-12-31","国企"
"002080","中材科技","2020-12-31","国企"
"002080","中材科技","2021-12-31","国企"
"002080","中材科技","2022-12-31","国企"
"002082","栋梁新材","2014-12-31","民营"
"002082","栋梁新材","2015-12-31","民营"
"002082","栋梁新材","2016-12-31","民营"
"002082","栋梁新材","2017-12-31","民营"
"002082","万邦德","2018-12-31","民营"
"002082","万邦德","2019-12-31","民营"
"002082","万邦德","2020-12-31","民营"
"002082","万邦德","2021-12-31","民营"
"002082","万邦德","2022-12-31","民营"
"002083","孚日股份","2014-12-31","民营"
"002083","孚日股份","2015-12-31","民营"
"002083","孚日股份","2016-12-31","民营"
"002083","孚日股份","2017-12-31","民营"
"002083","孚日股份","2018-12-31","民营"
"002083","孚日股份","2019-12-31","民营"
"002083","孚日股份","2020-12-31","国企"
"002083","孚日股份","2021-12-31","国企"
"002083","孚日股份","2022-12-31","国企"
"002084","海鸥卫浴","2014-12-31","外资"
"002084","海鸥卫浴","2015-12-31","外资"
"002084","海鸥卫浴","2016-12-31","外资"
"002084","海鸥卫浴","2017-12-31","外资"
"002084","海鸥住工","2018-12-31","外资"
"002084","海鸥住工","2019-12-31","外资"
"002084","海鸥住工","2020-12-31","外资"
"002084","海鸥住工","2021-12-31","外资"
"002084","海鸥住工","2022-12-31","外资"
"002085","万丰奥威","2014-12-31","民营"
"002085","万丰奥威","2015-12-31","民营"
"002085","万丰奥威","2016-12-31","民营"
"002085","万丰奥威","2017-12-31","民营"
"002085","万丰奥威","2018-12-31","民营"
"002085","万丰奥威","2019-12-31","民营"
"002085","万丰奥威","2020-12-31","民营"
"002085","万丰奥威","2021-12-31","民营"
"002085","万丰奥威","2022-12-31","民营"
"002088","鲁阳股份","2014-12-31","其他"
"002088","鲁阳节能","2015-12-31","外资"
"002088","鲁阳节能","2016-12-31","外资"
"002088","鲁阳节能","2017-12-31","外资"
"002088","鲁阳节能","2018-12-31","外资"
"002088","鲁阳节能","2019-12-31","外资"
"002088","鲁阳节能","2020-12-31","外资"
"002088","鲁阳节能","2021-12-31","外资"
"002088","鲁阳节能","2022-12-31","外资"
"002090","金智科技","2014-12-31","民营"
"002090","金智科技","2015-12-31","民营"
"002090","金智科技","2016-12-31","民营"
"002090","金智科技","2017-12-31","民营"
"002090","金智科技","2018-12-31","民营"
"002090","金智科技","2019-12-31","民营"
"002090","金智科技","2020-12-31","民营"
"002090","金智科技","2021-12-31","民营"
"002090","金智科技","2022-12-31","民营"
"002092","中泰化学","2014-12-31","国企"
"002092","中泰化学","2015-12-31","国企"
"002092","中泰化学","2016-12-31","国企"
